id,realtime_start,realtime_end,title,observation_start,observation_end,frequency,frequency_short,units,units_short,seasonal_adjustment,seasonal_adjustment_short,last_updated,popularity,notes
COOASZ32,2024-09-18,2024-09-18,"Import Price Index by Origin (NAICS): Manufacturing, Part 2 for Asian Newly Industrialized Countries",2012-06-01,2024-08-01,Monthly,M,Index Jun 2012=100,Index Jun 2012=100,Not Seasonally Adjusted,NSA,2024-09-13 07:37:48-05:00,1,"For more information, please see the Import/Export Price Indexes web site at https://www.bls.gov/mxp/"
COOASZ33,2024-09-18,2024-09-18,"Import Price Index by Origin (NAICS): Manufacturing, Part 3 for Asian Newly Industrialized Countries",2012-06-01,2024-08-01,Monthly,M,Index Jun 2012=100,Index Jun 2012=100,Not Seasonally Adjusted,NSA,2024-09-13 07:37:48-05:00,1,"For more information, please see the Import/Export Price Indexes web site at https://www.bls.gov/mxp/"
COOASZ332,2024-09-18,2024-09-18,Import Price Index: Fabricated metal product manufacturing for Asian Newly Industrialized Countries,2012-06-01,2018-12-01,Monthly,M,Index 2010=100,Index 2010=100,Not Seasonally Adjusted,NSA,2019-01-16 07:51:48-06:00,1,"For more information, please see the Import/Export Price Indexes web site at https://www.bls.gov/mxp/"
COOASZ333,2024-09-18,2024-09-18,Import Price Index by Origin (NAICS): Machinery Manufacturing for Asian Newly Industrialized Countries,2012-06-01,2024-08-01,Monthly,M,Index Jun 2012=100,Index Jun 2012=100,Not Seasonally Adjusted,NSA,2024-09-13 07:37:48-05:00,1,"For more information, please see the Import/Export Price Indexes web site at https://www.bls.gov/mxp/"
COOASZ334,2024-09-18,2024-09-18,Import Price Index by Origin (NAICS): Computer and Electronic Product Manufacturing for Asian Newly Industrialized Countries,2012-06-01,2024-08-01,Monthly,M,Index Jun 2012=100,Index Jun 2012=100,Not Seasonally Adjusted,NSA,2024-09-13 07:37:48-05:00,1,"For more information, please see the Import/Export Price Indexes web site at https://www.bls.gov/mxp/"
COOASZ3341,2024-09-18,2024-09-18,Import Price Index: Computer and peripheral equipment manufacturing for Asian Newly Industrialized Countries,2012-06-01,2020-12-01,Monthly,M,Index 2010=100,Index 2010=100,Not Seasonally Adjusted,NSA,2021-01-14 07:38:02-06:00,1,"For more information, please see the Import/Export Price Indexes web site at https://www.bls.gov/mxp/"
COOASZ3344,2024-09-18,2024-09-18,Import Price Index by Origin (NAICS): Semiconductor and Other Electronic Component Manufacturing for Asian Newly Industrialized Countries,2012-06-01,2024-08-01,Monthly,M,Index Jun 2012=100,Index Jun 2012=100,Not Seasonally Adjusted,NSA,2024-09-13 07:37:05-05:00,12,"For more information, please see the Import/Export Price Indexes web site at https://www.bls.gov/mxp/"
COOASZ335,2024-09-18,2024-09-18,"Import Price Index: Electrical equipment, appliance, and component manufacturing for Asian Newly Industrialized Countries",2012-06-01,2020-12-01,Monthly,M,Index 2010=100,Index 2010=100,Not Seasonally Adjusted,NSA,2021-01-14 07:38:02-06:00,1,"For more information, please see the Import/Export Price Indexes web site at https://www.bls.gov/mxp/"
