id,realtime_start,realtime_end,title,observation_start,observation_end,frequency,frequency_short,units,units_short,seasonal_adjustment,seasonal_adjustment_short,last_updated,popularity,notes
WPU49,2024-09-18,2024-09-18,Producer Price Index by Commodity: Cleaning and Building Maintenance Services (Partial),2009-03-01,2024-08-01,Monthly,M,Index Mar 2009=100,Index Mar 2009=100,Not Seasonally Adjusted,NSA,2024-09-12 07:50:43-05:00,6,
WPU491,2024-09-18,2024-09-18,Producer Price Index by Commodity: Cleaning and Building Maintenance Services (Partial): Janitorial Services,2009-03-01,2024-08-01,Monthly,M,Index Mar 2009=100,Index Mar 2009=100,Not Seasonally Adjusted,NSA,2024-09-12 07:50:53-05:00,4,
WPU4911,2024-09-18,2024-09-18,Producer Price Index by Commodity: Cleaning and Building Maintenance Services (Partial): Janitorial Services,2009-03-01,2024-08-01,Monthly,M,Index Mar 2009=100,Index Mar 2009=100,Not Seasonally Adjusted,NSA,2024-09-12 07:56:49-05:00,1,
WPU491101,2024-09-18,2024-09-18,Producer Price Index by Commodity: Cleaning and Building Maintenance Services (Partial): Janitorial Services,2009-03-01,2024-08-01,Monthly,M,Index Mar 2009=100,Index Mar 2009=100,Not Seasonally Adjusted,NSA,2024-09-12 07:56:49-05:00,1,
WPU49110101,2024-09-18,2024-09-18,Producer Price Index by Commodity: Cleaning and Building Maintenance Services (Partial): Janitorial Services,2009-03-01,2024-08-01,Monthly,M,Index Mar 2009=100,Index Mar 2009=100,Not Seasonally Adjusted,NSA,2024-09-12 07:50:40-05:00,12,
