id,realtime_start,realtime_end,title,observation_start,observation_end,frequency,frequency_short,units,units_short,seasonal_adjustment,seasonal_adjustment_short,last_updated,popularity,notes
EONIARATE,2024-09-18,2024-09-18,EONIA: Euro Interbank Offered Rate (DISCONTINUED),1999-01-04,2021-12-29,Daily,D,Percent,%,Not Seasonally Adjusted,NSA,2021-12-31 03:31:01-06:00,36,Note: The EONIA rate is discontinued and has been replaced with the Euro Short-Term Rate (https://fred.stlouisfed.org/series/ECBESTRVOLWGTTRMDMNRT).  The EONIA (European Overnight Index Average) rate is the closing rate for the overnight maturity calculated by collecting data on unsecured overnight lending in the euro area provided by banks belonging to the EONIA panel. EONIA will be discontinued in January 2022 and will be replaced by the Euro Short-Term Rate; for more details see this bulletin (https://www.ecb.europa.eu/pub/economic-bulletin/focus/2019/html/ecb.ebbox201907_01~b4d59ec4ee.en.html).
