id,realtime_start,realtime_end,title,observation_start,observation_end,frequency,frequency_short,units,units_short,seasonal_adjustment,seasonal_adjustment_short,last_updated,popularity,notes
IM0,2024-09-18,2024-09-18,Import Price Index (SITC): Food and live animals (DISCONTINUED),1995-01-01,2005-12-01,Monthly,M,Index 2000=100,Index 2000=100,Not Seasonally Adjusted,NSA,2017-06-27 07:45:42-05:00,1,"For more information, please see the Import/Export Price Indexes web site at https://www.bls.gov/mxp/"
IM01,2024-09-18,2024-09-18,Import Price Index (SITC): Meat and meat preparations (DISCONTINUED),1995-01-01,2005-12-01,Monthly,M,Index 2000=100,Index 2000=100,Not Seasonally Adjusted,NSA,2017-06-27 07:45:43-05:00,0,"For more information, please see the Import/Export Price Indexes web site at https://www.bls.gov/mxp/"
IM03,2024-09-18,2024-09-18,"Import Price Index (SITC): Fish, crustaceans, aquatic invertebrates and preparations thereof (DISCONTINUED)",1995-01-01,2005-12-01,Monthly,M,Index 2000=100,Index 2000=100,Not Seasonally Adjusted,NSA,2017-06-27 07:45:44-05:00,0,"For more information, please see the Import/Export Price Indexes web site at https://www.bls.gov/mxp/"
IM034,2024-09-18,2024-09-18,"Import Price Index (SITC): Fish, fresh (live or dead), chilled or frozen (DISCONTINUED)",1995-01-01,2005-12-01,Monthly,M,Index 2000=100,Index 2000=100,Not Seasonally Adjusted,NSA,2017-06-27 07:45:45-05:00,1,"For more information, please see the Import/Export Price Indexes web site at https://www.bls.gov/mxp/"
IM036,2024-09-18,2024-09-18,"Import Price Index (SITC): Crustaceans, aquatic invert. fresh, chilled, frozen, dried, salted (DISCONTINUED)",1995-01-01,2005-12-01,Monthly,M,Index 2000=100,Index 2000=100,Not Seasonally Adjusted,NSA,2017-06-27 07:45:47-05:00,1,"For more information, please see the Import/Export Price Indexes web site at https://www.bls.gov/mxp/"
IM05,2024-09-18,2024-09-18,"Import Price Index (SITC): Vegetables, fruit and nuts, fresh or dried (DISCONTINUED)",1995-01-01,2005-12-01,Monthly,M,Index 2000=100,Index 2000=100,Not Seasonally Adjusted,NSA,2017-06-27 07:45:48-05:00,1,"For more information, please see the Import/Export Price Indexes web site at https://www.bls.gov/mxp/"
IM07,2024-09-18,2024-09-18,"Import Price Index (SITC): Coffee, tea, cocoa, spices and manufactures thereof (DISCONTINUED)",1995-01-01,2005-12-01,Monthly,M,Index 2000=100,Index 2000=100,Not Seasonally Adjusted,NSA,2017-06-27 07:45:49-05:00,1,"For more information, please see the Import/Export Price Indexes web site at https://www.bls.gov/mxp/"
IM0R,2024-09-18,2024-09-18,Import Price Index (SITC): Other food and live animals (DISCONTINUED),1996-12-01,2005-12-01,Monthly,M,Index 2000=100,Index 2000=100,Not Seasonally Adjusted,NSA,2017-06-27 07:45:51-05:00,1,"For more information, please see the Import/Export Price Indexes web site at https://www.bls.gov/mxp/"
IM1,2024-09-18,2024-09-18,Import Price Index (SITC): Beverages and tobacco (DISCONTINUED),1995-01-01,2005-12-01,Monthly,M,Index 2000=100,Index 2000=100,Not Seasonally Adjusted,NSA,2017-06-27 07:45:52-05:00,1,"For more information, please see the Import/Export Price Indexes web site at https://www.bls.gov/mxp/"
IM11,2024-09-18,2024-09-18,Import Price Index (SITC): Beverages (DISCONTINUED),1995-01-01,2005-12-01,Monthly,M,Index 2000=100,Index 2000=100,Not Seasonally Adjusted,NSA,2017-06-27 07:45:52-05:00,1,"For more information, please see the Import/Export Price Indexes web site at https://www.bls.gov/mxp/"
IM2,2024-09-18,2024-09-18,"Import Price Index (SITC): Crude materials, inedible, except fuels (DISCONTINUED)",1995-01-01,2005-12-01,Monthly,M,Index 2000=100,Index 2000=100,Not Seasonally Adjusted,NSA,2017-06-27 07:45:53-05:00,1,"For more information, please see the Import/Export Price Indexes web site at https://www.bls.gov/mxp/"
IM24,2024-09-18,2024-09-18,Import Price Index (SITC): Cork and wood (DISCONTINUED),1995-01-01,2005-12-01,Monthly,M,Index 2000=100,Index 2000=100,Not Seasonally Adjusted,NSA,2017-06-27 07:45:54-05:00,0,"For more information, please see the Import/Export Price Indexes web site at https://www.bls.gov/mxp/"
IM25,2024-09-18,2024-09-18,Import Price Index (SITC): Woodpulp and recovered paper (DISCONTINUED),1995-01-01,2005-12-01,Monthly,M,Index 2000=100,Index 2000=100,Not Seasonally Adjusted,NSA,2017-06-27 07:45:55-05:00,0,"For more information, please see the Import/Export Price Indexes web site at https://www.bls.gov/mxp/"
IM28,2024-09-18,2024-09-18,Import Price Index (SITC): Metalliferous ores and metal scrap (DISCONTINUED),1995-01-01,2005-12-01,Monthly,M,Index 2000=100,Index 2000=100,Not Seasonally Adjusted,NSA,2017-06-27 07:45:56-05:00,1,"For more information, please see the Import/Export Price Indexes web site at https://www.bls.gov/mxp/"
