id,realtime_start,realtime_end,title,observation_start,observation_end,frequency,frequency_short,units,units_short,seasonal_adjustment,seasonal_adjustment_short,last_updated,popularity,notes
RGDPT2CNA629NUPN,2024-09-18,2024-09-18,Purchasing Power Parity Converted GDP Laspeyres per person counted in total employment for China,1952-01-01,2010-01-01,Annual,A,2005 International Dollars per Person Counted in Total Employment,2005 International $ per Person Counted in Total Employment,Not Seasonally Adjusted,NSA,2013-04-03 11:04:47-05:00,1,This data series refers to China Version 2. Two estimates are provided for China and their rationale is discussed in the Detailed Documentation. One estimate is based mostly on ICP 2005 and national growth statistics and is labeled China1. China1 does incorporate a productivity adjustment that has been applied to all countries in ICP 2005. China2 also adjusts for the urban character of its prices in ICP 2005 and also adjusts the growth rate.   For more information and proper citation see http://www.rug.nl/research/ggdc/data/pwt/pwt-7.1  Source Indicator: rgdpl2te
RGDPTEAEA629NUPN,2024-09-18,2024-09-18,Purchasing Power Parity Converted GDP Laspeyres per person counted in total employment for United Arab Emirates,1986-01-01,2010-01-01,Annual,A,2005 International Dollars per Person Counted in Total Employment,2005 International $ per Person Counted in Total Employment,Not Seasonally Adjusted,NSA,2013-04-03 11:02:53-05:00,1,For more information and proper citation see http://www.rug.nl/research/ggdc/data/pwt/pwt-7.1  Source Indicator: rgdpl2te
RGDPTEALA629NUPN,2024-09-18,2024-09-18,Purchasing Power Parity Converted GDP Laspeyres per person counted in total employment for Albania,1970-01-01,2010-01-01,Annual,A,2005 International Dollars per Person Counted in Total Employment,2005 International $ per Person Counted in Total Employment,Not Seasonally Adjusted,NSA,2013-04-03 11:07:59-05:00,1,For more information and proper citation see http://www.rug.nl/research/ggdc/data/pwt/pwt-7.1  Source Indicator: rgdpl2te
RGDPTEAMA629NUPN,2024-09-18,2024-09-18,Purchasing Power Parity Converted GDP Laspeyres per person counted in total employment for Armenia,1993-01-01,2010-01-01,Annual,A,2005 International Dollars per Person Counted in Total Employment,2005 International $ per Person Counted in Total Employment,Not Seasonally Adjusted,NSA,2013-04-03 11:07:05-05:00,1,For more information and proper citation see http://www.rug.nl/research/ggdc/data/pwt/pwt-7.1  Source Indicator: rgdpl2te
RGDPTEAOA629NUPN,2024-09-18,2024-09-18,Purchasing Power Parity Converted GDP Laspeyres per person counted in total employment for Angola,1970-01-01,2010-01-01,Annual,A,2005 International Dollars per Person Counted in Total Employment,2005 International $ per Person Counted in Total Employment,Not Seasonally Adjusted,NSA,2013-04-03 11:05:02-05:00,1,For more information and proper citation see http://www.rug.nl/research/ggdc/data/pwt/pwt-7.1  Source Indicator: rgdpl2te
RGDPTEARA629NUPN,2024-09-18,2024-09-18,Purchasing Power Parity Converted GDP Laspeyres per person counted in total employment for Argentina,1950-01-01,2010-01-01,Annual,A,2005 International Dollars per Person Counted in Total Employment,2005 International $ per Person Counted in Total Employment,Not Seasonally Adjusted,NSA,2013-04-03 11:03:49-05:00,1,For more information and proper citation see http://www.rug.nl/research/ggdc/data/pwt/pwt-7.1  Source Indicator: rgdpl2te
RGDPTEATA629NUPN,2024-09-18,2024-09-18,Purchasing Power Parity Converted GDP Laspeyres per person counted in total employment for Austria,1950-01-01,2010-01-01,Annual,A,2005 International Dollars per Person Counted in Total Employment,2005 International $ per Person Counted in Total Employment,Not Seasonally Adjusted,NSA,2013-04-03 11:03:54-05:00,0,For more information and proper citation see http://www.rug.nl/research/ggdc/data/pwt/pwt-7.1  Source Indicator: rgdpl2te
RGDPTEAUA629NUPN,2024-09-18,2024-09-18,Purchasing Power Parity Converted GDP Laspeyres per person counted in total employment for Australia,1950-01-01,2010-01-01,Annual,A,2005 International Dollars per Person Counted in Total Employment,2005 International $ per Person Counted in Total Employment,Not Seasonally Adjusted,NSA,2013-04-03 11:06:15-05:00,1,For more information and proper citation see http://www.rug.nl/research/ggdc/data/pwt/pwt-7.1  Source Indicator: rgdpl2te
RGDPTEAZA629NUPN,2024-09-18,2024-09-18,Purchasing Power Parity Converted GDP Laspeyres per person counted in total employment for Azerbaijan,1993-01-01,2010-01-01,Annual,A,2005 International Dollars per Person Counted in Total Employment,2005 International $ per Person Counted in Total Employment,Not Seasonally Adjusted,NSA,2013-04-03 11:06:32-05:00,1,For more information and proper citation see http://www.rug.nl/research/ggdc/data/pwt/pwt-7.1  Source Indicator: rgdpl2te
RGDPTEBAA629NUPN,2024-09-18,2024-09-18,Purchasing Power Parity Converted GDP Laspeyres per person counted in total employment for Bosnia and Herzegovina,1990-01-01,2010-01-01,Annual,A,2005 International Dollars per Person Counted in Total Employment,2005 International $ per Person Counted in Total Employment,Not Seasonally Adjusted,NSA,2013-04-03 11:07:49-05:00,1,For more information and proper citation see http://www.rug.nl/research/ggdc/data/pwt/pwt-7.1  Source Indicator: rgdpl2te
