id,realtime_start,realtime_end,title,observation_start,observation_end,frequency,frequency_short,units,units_short,seasonal_adjustment,seasonal_adjustment_short,last_updated,popularity,notes
CGPPP2CNA156NUPN,2024-09-18,2024-09-18,Government Consumption Share of Purchasing Power Parity Converted GDP Per Capita at current prices for China,1952-01-01,2010-01-01,Annual,A,Percent,%,Not Seasonally Adjusted,NSA,2012-09-17 11:03:03-05:00,1,This data series refers to China Version 2. Two estimates are provided for China and their rationale is discussed in the Detailed Documentation. One estimate is based mostly on ICP 2005 and national growth statistics and is labeled China1. China1 does incorporate a productivity adjustment that has been applied to all countries in ICP 2005. China2 also adjusts for the urban character of its prices in ICP 2005 and also adjusts the growth rate.    For more information and proper citation see http://www.rug.nl/research/ggdc/data/pwt/pwt-7.1  Source Indicator: cg
CGPPPGAEA156NUPN,2024-09-18,2024-09-18,Government Consumption Share of Purchasing Power Parity Converted GDP Per Capita at current prices for United Arab Emirates,1986-01-01,2010-01-01,Annual,A,Percent,%,Not Seasonally Adjusted,NSA,2012-09-17 10:43:36-05:00,1,For more information and proper citation see http://www.rug.nl/research/ggdc/data/pwt/pwt-7.1  Source Indicator: cg
CGPPPGAFA156NUPN,2024-09-18,2024-09-18,Government Consumption Share of Purchasing Power Parity Converted GDP Per Capita at current prices for Afghanistan,1970-01-01,2010-01-01,Annual,A,Percent,%,Not Seasonally Adjusted,NSA,2012-09-17 11:53:49-05:00,1,For more information and proper citation see http://www.rug.nl/research/ggdc/data/pwt/pwt-7.1  Source Indicator: cg
CGPPPGAGA156NUPN,2024-09-18,2024-09-18,Government Consumption Share of Purchasing Power Parity Converted GDP Per Capita at current prices for Antigua and Barbuda,1970-01-01,2010-01-01,Annual,A,Percent,%,Not Seasonally Adjusted,NSA,2012-09-17 10:10:31-05:00,1,For more information and proper citation see http://www.rug.nl/research/ggdc/data/pwt/pwt-7.1  Source Indicator: cg
CGPPPGALA156NUPN,2024-09-18,2024-09-18,Government Consumption Share of Purchasing Power Parity Converted GDP Per Capita at current prices for Albania,1970-01-01,2010-01-01,Annual,A,Percent,%,Not Seasonally Adjusted,NSA,2012-09-17 10:13:27-05:00,1,For more information and proper citation see http://www.rug.nl/research/ggdc/data/pwt/pwt-7.1  Source Indicator: cg
CGPPPGAMA156NUPN,2024-09-18,2024-09-18,Government Consumption Share of Purchasing Power Parity Converted GDP Per Capita at current prices for Armenia,1993-01-01,2010-01-01,Annual,A,Percent,%,Not Seasonally Adjusted,NSA,2012-09-17 09:53:01-05:00,1,For more information and proper citation see http://www.rug.nl/research/ggdc/data/pwt/pwt-7.1  Source Indicator: cg
CGPPPGAOA156NUPN,2024-09-18,2024-09-18,Government Consumption Share of Purchasing Power Parity Converted GDP Per Capita at current prices for Angola,1970-01-01,2010-01-01,Annual,A,Percent,%,Not Seasonally Adjusted,NSA,2012-09-17 11:13:54-05:00,0,For more information and proper citation see http://www.rug.nl/research/ggdc/data/pwt/pwt-7.1  Source Indicator: cg
CGPPPGARA156NUPN,2024-09-18,2024-09-18,Government Consumption Share of Purchasing Power Parity Converted GDP Per Capita at current prices for Argentina,1950-01-01,2010-01-01,Annual,A,Percent,%,Not Seasonally Adjusted,NSA,2012-09-17 09:54:41-05:00,1,For more information and proper citation see http://www.rug.nl/research/ggdc/data/pwt/pwt-7.1  Source Indicator: cg
CGPPPGATA156NUPN,2024-09-18,2024-09-18,Government Consumption Share of Purchasing Power Parity Converted GDP Per Capita at current prices for Austria,1950-01-01,2010-01-01,Annual,A,Percent,%,Not Seasonally Adjusted,NSA,2012-09-17 11:38:46-05:00,1,For more information and proper citation see http://www.rug.nl/research/ggdc/data/pwt/pwt-7.1  Source Indicator: cg
CGPPPGAUA156NUPN,2024-09-18,2024-09-18,Government Consumption Share of Purchasing Power Parity Converted GDP Per Capita at current prices for Australia,1950-01-01,2010-01-01,Annual,A,Percent,%,Not Seasonally Adjusted,NSA,2012-09-17 11:49:07-05:00,0,For more information and proper citation see http://www.rug.nl/research/ggdc/data/pwt/pwt-7.1  Source Indicator: cg
CGPPPGAZA156NUPN,2024-09-18,2024-09-18,Government Consumption Share of Purchasing Power Parity Converted GDP Per Capita at current prices for Azerbaijan,1993-01-01,2010-01-01,Annual,A,Percent,%,Not Seasonally Adjusted,NSA,2012-09-17 09:57:59-05:00,1,For more information and proper citation see http://www.rug.nl/research/ggdc/data/pwt/pwt-7.1  Source Indicator: cg
