id,realtime_start,realtime_end,title,observation_start,observation_end,frequency,frequency_short,units,units_short,seasonal_adjustment,seasonal_adjustment_short,last_updated,popularity,notes
WPU38,2024-09-18,2024-09-18,Producer Price Index by Commodity: Data Processing and Related Services,2009-06-01,2024-08-01,Monthly,M,Index Jun 2009=100,Index Jun 2009=100,Not Seasonally Adjusted,NSA,2024-09-12 07:52:51-05:00,3,
WPU381,2024-09-18,2024-09-18,Producer Price Index by Commodity: Data Processing and Related Services,2009-06-01,2024-08-01,Monthly,M,Index Jun 2009=100,Index Jun 2009=100,Not Seasonally Adjusted,NSA,2024-09-12 07:56:59-05:00,1,
WPU3811,2024-09-18,2024-09-18,Producer Price Index by Commodity: Data Processing and Related Services,2009-06-01,2024-08-01,Monthly,M,Index Jun 2009=100,Index Jun 2009=100,Not Seasonally Adjusted,NSA,2024-09-12 07:56:58-05:00,1,
WPU381101,2024-09-18,2024-09-18,"Producer Price Index by Commodity: Data Processing and Related Services: Hosting, Active Server Pages (ASP) and Other Information Technology (IT) Infrastructure Provisioning Services",2008-12-01,2024-08-01,Monthly,M,Index Dec 2008=100,Index Dec 2008=100,Not Seasonally Adjusted,NSA,2024-09-12 07:56:58-05:00,1,
WPU38110101,2024-09-18,2024-09-18,"Producer Price Index by Commodity: Data Processing and Related Services: Hosting, Active Server Pages (ASP) and Other Information Technology (IT) Infrastructure Provisioning Services",2008-12-01,2024-08-01,Monthly,M,Index Dec 2008=100,Index Dec 2008=100,Not Seasonally Adjusted,NSA,2024-09-12 07:50:58-05:00,4,
WPU381102,2024-09-18,2024-09-18,Producer Price Index by Commodity: Data Processing and Related Services: Business Process Management Services (Partial),2008-12-01,2024-08-01,Monthly,M,Index Dec 2008=100,Index Dec 2008=100,Not Seasonally Adjusted,NSA,2024-09-12 07:53:47-05:00,2,
WPU38110201,2024-09-18,2024-09-18,Producer Price Index by Commodity: Data Processing and Related Services: Business Process Management Services (Partial),2008-12-01,2024-08-01,Monthly,M,Index Dec 2008=100,Index Dec 2008=100,Not Seasonally Adjusted,NSA,2024-09-12 07:56:58-05:00,1,
WPU381103,2024-09-18,2024-09-18,"Producer Price Index by Commodity: Data Processing and Related Services: Data Management, Information Transformation and Other Services",2008-12-01,2024-08-01,Monthly,M,Index Dec 2008=100,Index Dec 2008=100,Not Seasonally Adjusted,NSA,2024-09-12 07:52:51-05:00,3,
WPU38110301,2024-09-18,2024-09-18,"Producer Price Index by Commodity: Data Processing and Related Services: Data Management, Information Transformation and Other Services",2008-12-01,2024-08-01,Monthly,M,Index Dec 2008=100,Index Dec 2008=100,Not Seasonally Adjusted,NSA,2024-09-12 07:56:58-05:00,1,
