id,realtime_start,realtime_end,title,observation_start,observation_end,frequency,frequency_short,units,units_short,seasonal_adjustment,seasonal_adjustment_short,last_updated,popularity,notes
CAGRTSQ027SBEA,2024-09-18,2024-09-18,Effect of the American Recovery and Reinvestment Act (ARRA) on Federal Government Capital Transfer Payments: Capital Grants (DISCONTINUED),2009-01-01,2013-01-01,Quarterly,Q,Billions of Dollars,Bil. of $,Seasonally Adjusted Annual Rate,SAAR,2013-08-12 11:16:01-05:00,1,"The estimated effect of ARRA on selected NIPA estimates of federal receipts and expenditures. Includes grants for highway and public transit infrastructure construction and restoration.  Estimates of the ARRA’s effects on the NIPAs will not be available for periods after the first quarter of 2013 due to the lack of availability of source data and the declining impact of the ARRA on the NIPAs. For more information about the ARRA, visit http://www.ed.gov/open/plan/recovery-gov."
CATRBUQ027SBEA,2024-09-18,2024-09-18,Effect of the American Recovery and Reinvestment Act (ARRA) on Federal Government Capital Transfer Payments: Capital Transfers to Business (DISCONTINUED),2009-01-01,2013-01-01,Quarterly,Q,Billions of Dollars,Bil. of $,Seasonally Adjusted Annual Rate,SAAR,2013-08-12 11:16:05-05:00,0,"The estimated effect of ARRA on selected NIPA estimates of federal receipts and expenditures. Includes home buyer tax credits and grants for specified energy properties.  Estimates of the ARRA’s effects on the NIPAs will not be available for periods after the first quarter of 2013 due to the lack of availability of source data and the declining impact of the ARRA on the NIPAs. For more information about the ARRA, visit http://www.ed.gov/open/plan/recovery-gov."
CONEXPQ027SBEA,2024-09-18,2024-09-18,Effect of the American Recovery and Reinvestment Act (ARRA) on Federal Government Consumption Expenditures (DISCONTINUED),2009-01-01,2013-01-01,Quarterly,Q,Billions of Dollars,Bil. of $,Seasonally Adjusted Annual Rate,SAAR,2013-08-12 11:16:08-05:00,2,"The estimated effect of ARRA on selected NIPA estimates of federal receipts and expenditures.  Estimates of the ARRA’s effects on the NIPAs will not be available for periods after the first quarter of 2013 due to the lack of availability of source data and the declining impact of the ARRA on the NIPAs. For more information about the ARRA, visit http://www.ed.gov/open/plan/recovery-gov."
CTPAYMQ027SBEA,2024-09-18,2024-09-18,Effect of the American Recovery and Reinvestment Act (ARRA) on Federal Government Capital Transfer Payments (DISCONTINUED),2009-01-01,2013-01-01,Quarterly,Q,Billions of Dollars,Bil. of $,Seasonally Adjusted Annual Rate,SAAR,2013-08-12 11:16:11-05:00,1,"The estimated effect of ARRA on selected NIPA estimates of federal receipts and expenditures.  Estimates of the ARRA’s effects on the NIPAs will not be available for periods after the first quarter of 2013 due to the lack of availability of source data and the declining impact of the ARRA on the NIPAs. For more information about the ARRA, visit http://www.ed.gov/open/plan/recovery-gov."
CUREXPQ027SBEA,2024-09-18,2024-09-18,Effect of the American Recovery and Reinvestment Act (ARRA) on Federal Government Current Expenditures (DISCONTINUED),2009-01-01,2013-01-01,Quarterly,Q,Billions of Dollars,Bil. of $,Seasonally Adjusted Annual Rate,SAAR,2013-08-12 11:16:14-05:00,1,"The estimated effect of ARRA on selected NIPA estimates of federal receipts and expenditures.  Estimates of the ARRA’s effects on the NIPAs will not be available for periods after the first quarter of 2013 due to the lack of availability of source data and the declining impact of the ARRA on the NIPAs. For more information about the ARRA, visit http://www.ed.gov/open/plan/recovery-gov."
CURRECQ027SBEA,2024-09-18,2024-09-18,Effect of the American Recovery and Reinvestment Act (ARRA) on Federal Government Current Receipts (DISCONTINUED),2009-01-01,2013-01-01,Quarterly,Q,Billions of Dollars,Bil. of $,Seasonally Adjusted Annual Rate,SAAR,2013-08-12 11:16:17-05:00,1,"The estimated effect of ARRA on selected NIPA estimates of federal receipts and expenditures.  Estimates of the ARRA’s effects on the NIPAs will not be available for periods after the first quarter of 2013 due to the lack of availability of source data and the declining impact of the ARRA on the NIPAs. For more information about the ARRA, visit http://www.ed.gov/open/plan/recovery-gov."
CUTAXREQ027SBEA,2024-09-18,2024-09-18,Effect of the American Recovery and Reinvestment Act (ARRA) on Federal Government Current Tax Receipts (DISCONTINUED),2009-01-01,2013-01-01,Quarterly,Q,Billions of Dollars,Bil. of $,Seasonally Adjusted Annual Rate,SAAR,2013-08-12 11:26:01-05:00,1,"The estimated effect of ARRA on selected NIPA estimates of federal receipts and expenditures.  Estimates of the ARRA’s effects on the NIPAs will not be available for periods after the first quarter of 2013 due to the lack of availability of source data and the declining impact of the ARRA on the NIPAs. For more information about the ARRA, visit http://www.ed.gov/open/plan/recovery-gov."
CUTRPAQ027SBEA,2024-09-18,2024-09-18,Effect of the American Recovery and Reinvestment Act (ARRA) on Federal Government Current Transfer Payments (DISCONTINUED),2009-01-01,2013-01-01,Quarterly,Q,Billions of Dollars,Bil. of $,Seasonally Adjusted Annual Rate,SAAR,2013-08-12 11:16:20-05:00,1,"The estimated effect of ARRA on selected NIPA estimates of federal receipts and expenditures.  Estimates of the ARRA’s effects on the NIPAs will not be available for periods after the first quarter of 2013 due to the lack of availability of source data and the declining impact of the ARRA on the NIPAs. For more information about the ARRA, visit http://www.ed.gov/open/plan/recovery-gov."
EDUGOVQ027SBEA,2024-09-18,2024-09-18,Effect of the American Recovery and Reinvestment Act (ARRA) on Federal Government Current Transfer Payments: Grants-In-Aid to State and Local Governments: Education (DISCONTINUED),2009-01-01,2013-01-01,Quarterly,Q,Billions of Dollars,Bil. of $,Seasonally Adjusted Annual Rate,SAAR,2013-08-12 11:16:22-05:00,1,"The estimated effect of ARRA on selected NIPA estimates of federal receipts and expenditures.  Estimates of the ARRA’s effects on the NIPAs will not be available for periods after the first quarter of 2013 due to the lack of availability of source data and the declining impact of the ARRA on the NIPAs. For more information about the ARRA, visit http://www.ed.gov/open/plan/recovery-gov."
GASLGOQ027SBEA,2024-09-18,2024-09-18,Effect of the American Recovery and Reinvestment Act (ARRA) on Federal Government Current Transfer Payments: Grants-In-Aid to State and Local Governments (DISCONTINUED),2009-01-01,2013-01-01,Quarterly,Q,Billions of Dollars,Bil. of $,Seasonally Adjusted Annual Rate,SAAR,2013-08-12 11:16:26-05:00,1,"The estimated effect of ARRA on selected NIPA estimates of federal receipts and expenditures.  Estimates of the ARRA’s effects on the NIPAs will not be available for periods after the first quarter of 2013 due to the lack of availability of source data and the declining impact of the ARRA on the NIPAs. For more information about the ARRA, visit http://www.ed.gov/open/plan/recovery-gov."
GOSOBEQ027SBEA,2024-09-18,2024-09-18,Effect of the American Recovery and Reinvestment Act (ARRA) on Federal Government Current Transfer Payments: Government Social Benefits (DISCONTINUED),2009-01-01,2013-01-01,Quarterly,Q,Billions of Dollars,Bil. of $,Seasonally Adjusted Annual Rate,SAAR,2013-08-12 11:16:29-05:00,1,"The estimated effect of ARRA on selected NIPA estimates of federal receipts and expenditures.  Estimates of the ARRA’s effects on the NIPAs will not be available for periods after the first quarter of 2013 due to the lack of availability of source data and the declining impact of the ARRA on the NIPAs. For more information about the ARRA, visit http://www.ed.gov/open/plan/recovery-gov."
GROINVQ027SBEA,2024-09-18,2024-09-18,Effect of the American Recovery and Reinvestment Act (ARRA) on Federal Government Gross Investment (DISCONTINUED),2009-01-01,2013-01-01,Quarterly,Q,Billions of Dollars,Bil. of $,Seasonally Adjusted Annual Rate,SAAR,2013-08-12 11:16:32-05:00,3,"The estimated effect of ARRA on selected NIPA estimates of federal receipts and expenditures.  Estimates of the ARRA’s effects on the NIPAs will not be available for periods after the first quarter of 2013 due to the lack of availability of source data and the declining impact of the ARRA on the NIPAs. For more information about the ARRA, visit http://www.ed.gov/open/plan/recovery-gov."
GSBTPEQ027SBEA,2024-09-18,2024-09-18,Effect of the American Recovery and Reinvestment Act (ARRA) on Federal Government Current Transfer Payments: Government Social Benefits: to Persons (DISCONTINUED),2009-01-01,2013-01-01,Quarterly,Q,Billions of Dollars,Bil. of $,Seasonally Adjusted Annual Rate,SAAR,2013-08-12 11:16:35-05:00,0,"The estimated effect of ARRA on selected NIPA estimates of federal receipts and expenditures.  Estimates of the ARRA’s effects on the NIPAs will not be available for periods after the first quarter of 2013 due to the lack of availability of source data and the declining impact of the ARRA on the NIPAs. For more information about the ARRA, visit http://www.ed.gov/open/plan/recovery-gov."
