id,realtime_start,realtime_end,title,observation_start,observation_end,frequency,frequency_short,units,units_short,seasonal_adjustment,seasonal_adjustment_short,last_updated,popularity,notes
AITGEAN,2024-09-17,2024-09-17,"Advance U.S. International Trade in Goods: Exports: Automotive Vehicles, etc.",2024-07-01,2024-07-01,Monthly,M,Millions of Dollars,Mil. of $,Not Seasonally Adjusted,NSA,2024-08-29 07:31:05-05:00,2,"This advance estimate represents the current month statistics of nearly complete coverage. The current month statistics reflecting complete coverage is available on the Census website at the U.S. International Trade in Goods and Services report (FT-900) https://www.census.gov/foreign-trade/statistics/historical/index.html   For more information on data collection and methodology, see https://www.census.gov/econ/indicators/methodology.html"
AITGEAS,2024-09-17,2024-09-17,"Advance U.S. International Trade in Goods: Exports: Automotive Vehicles, etc.",2024-07-01,2024-07-01,Monthly,M,Millions of Dollars,Mil. of $,Seasonally Adjusted,SA,2024-08-29 07:31:05-05:00,1,"This advance estimate represents the current month statistics of nearly complete coverage. The current month statistics reflecting complete coverage is available on the Census website at the U.S. International Trade in Goods and Services report (FT-900) https://www.census.gov/foreign-trade/statistics/historical/index.html   For more information on data collection and methodology, see https://www.census.gov/econ/indicators/methodology.html"
AITGECN,2024-09-17,2024-09-17,Advance U.S. International Trade in Goods: Exports: Capital Goods,2024-07-01,2024-07-01,Monthly,M,Millions of Dollars,Mil. of $,Not Seasonally Adjusted,NSA,2024-08-29 07:31:06-05:00,1,"This advance estimate represents the current month statistics of nearly complete coverage. The current month statistics reflecting complete coverage is available on the Census website at the U.S. International Trade in Goods and Services report (FT-900) https://www.census.gov/foreign-trade/statistics/historical/index.html   For more information on data collection and methodology, see https://www.census.gov/econ/indicators/methodology.html"
AITGECS,2024-09-17,2024-09-17,Advance U.S. International Trade in Goods: Exports: Capital Goods,2024-07-01,2024-07-01,Monthly,M,Millions of Dollars,Mil. of $,Seasonally Adjusted,SA,2024-08-29 07:31:06-05:00,1,"This advance estimate represents the current month statistics of nearly complete coverage. The current month statistics reflecting complete coverage is available on the Census website at the U.S. International Trade in Goods and Services report (FT-900) https://www.census.gov/foreign-trade/statistics/historical/index.html   For more information on data collection and methodology, see https://www.census.gov/econ/indicators/methodology.html"
AITGEFN,2024-09-17,2024-09-17,"Advance U.S. International Trade in Goods: Exports: Foods, Feeds, & Beverages",2024-07-01,2024-07-01,Monthly,M,Millions of Dollars,Mil. of $,Not Seasonally Adjusted,NSA,2024-08-29 07:31:06-05:00,1,"This advance estimate represents the current month statistics of nearly complete coverage. The current month statistics reflecting complete coverage is available on the Census website at the U.S. International Trade in Goods and Services report (FT-900) https://www.census.gov/foreign-trade/statistics/historical/index.html   For more information on data collection and methodology, see https://www.census.gov/econ/indicators/methodology.html"
AITGEFS,2024-09-17,2024-09-17,"Advance U.S. International Trade in Goods: Exports: Foods, Feeds, & Beverages",2024-07-01,2024-07-01,Monthly,M,Millions of Dollars,Mil. of $,Seasonally Adjusted,SA,2024-08-29 07:31:06-05:00,1,"This advance estimate represents the current month statistics of nearly complete coverage. The current month statistics reflecting complete coverage is available on the Census website at the U.S. International Trade in Goods and Services report (FT-900) https://www.census.gov/foreign-trade/statistics/historical/index.html   For more information on data collection and methodology, see https://www.census.gov/econ/indicators/methodology.html"
AITGEGN,2024-09-17,2024-09-17,Advance U.S. International Trade in Goods: Exports: Consumer Goods,2024-07-01,2024-07-01,Monthly,M,Millions of Dollars,Mil. of $,Not Seasonally Adjusted,NSA,2024-08-29 07:31:06-05:00,1,"This advance estimate represents the current month statistics of nearly complete coverage. The current month statistics reflecting complete coverage is available on the Census website at the U.S. International Trade in Goods and Services report (FT-900) https://www.census.gov/foreign-trade/statistics/historical/index.html   For more information on data collection and methodology, see https://www.census.gov/econ/indicators/methodology.html"
AITGEGS,2024-09-17,2024-09-17,Advance U.S. International Trade in Goods: Exports: Consumer Goods,2024-07-01,2024-07-01,Monthly,M,Millions of Dollars,Mil. of $,Seasonally Adjusted,SA,2024-08-29 07:31:07-05:00,1,"This advance estimate represents the current month statistics of nearly complete coverage. The current month statistics reflecting complete coverage is available on the Census website at the U.S. International Trade in Goods and Services report (FT-900) https://www.census.gov/foreign-trade/statistics/historical/index.html   For more information on data collection and methodology, see https://www.census.gov/econ/indicators/methodology.html"
AITGEIN,2024-09-17,2024-09-17,Advance U.S. International Trade in Goods: Exports: Industrial Supplies,2024-07-01,2024-07-01,Monthly,M,Millions of Dollars,Mil. of $,Not Seasonally Adjusted,NSA,2024-08-29 07:31:07-05:00,1,"This advance estimate represents the current month statistics of nearly complete coverage. The current month statistics reflecting complete coverage is available on the Census website at the U.S. International Trade in Goods and Services report (FT-900) https://www.census.gov/foreign-trade/statistics/historical/index.html   For more information on data collection and methodology, see https://www.census.gov/econ/indicators/methodology.html"
AITGEIS,2024-09-17,2024-09-17,Advance U.S. International Trade in Goods: Exports: Industrial Supplies,2024-07-01,2024-07-01,Monthly,M,Millions of Dollars,Mil. of $,Seasonally Adjusted,SA,2024-08-29 07:31:07-05:00,1,"This advance estimate represents the current month statistics of nearly complete coverage. The current month statistics reflecting complete coverage is available on the Census website at the U.S. International Trade in Goods and Services report (FT-900) https://www.census.gov/foreign-trade/statistics/historical/index.html   For more information on data collection and methodology, see https://www.census.gov/econ/indicators/methodology.html"
AITGEON,2024-09-17,2024-09-17,Advance U.S. International Trade in Goods: Exports: Other Goods,2024-07-01,2024-07-01,Monthly,M,Millions of Dollars,Mil. of $,Not Seasonally Adjusted,NSA,2024-08-29 07:31:07-05:00,1,"This advance estimate represents the current month statistics of nearly complete coverage. The current month statistics reflecting complete coverage is available on the Census website at the U.S. International Trade in Goods and Services report (FT-900) https://www.census.gov/foreign-trade/statistics/historical/index.html   For more information on data collection and methodology, see https://www.census.gov/econ/indicators/methodology.html"
AITGEOS,2024-09-17,2024-09-17,Advance U.S. International Trade in Goods: Exports: Other Goods,2024-07-01,2024-07-01,Monthly,M,Millions of Dollars,Mil. of $,Seasonally Adjusted,SA,2024-08-29 07:31:07-05:00,1,"This advance estimate represents the current month statistics of nearly complete coverage. The current month statistics reflecting complete coverage is available on the Census website at the U.S. International Trade in Goods and Services report (FT-900) https://www.census.gov/foreign-trade/statistics/historical/index.html   For more information on data collection and methodology, see https://www.census.gov/econ/indicators/methodology.html"
AITGEXN,2024-09-17,2024-09-17,Advance U.S. International Trade in Goods: Exports,2024-07-01,2024-07-01,Monthly,M,Millions of Dollars,Mil. of $,Not Seasonally Adjusted,NSA,2024-08-29 07:31:07-05:00,1,"This advance estimate represents the current month statistics of nearly complete coverage. The current month statistics reflecting complete coverage is available on the Census website at the U.S. International Trade in Goods and Services report (FT-900) https://www.census.gov/foreign-trade/statistics/historical/index.html   For more information on data collection and methodology, see https://www.census.gov/econ/indicators/methodology.html"
AITGEXS,2024-09-17,2024-09-17,Advance U.S. International Trade in Goods: Exports,2024-07-01,2024-07-01,Monthly,M,Millions of Dollars,Mil. of $,Seasonally Adjusted,SA,2024-08-29 07:31:03-05:00,5,"This advance estimate represents the current month statistics of nearly complete coverage. The current month statistics reflecting complete coverage is available on the Census website at the U.S. International Trade in Goods and Services report (FT-900) https://www.census.gov/foreign-trade/statistics/historical/index.html, the corresponding series in FRED is at https://fred.stlouisfed.org/series/BOPGEXP   For more information on data collection and methodology, see https://www.census.gov/econ/indicators/methodology.html"
BOPGEXP,2024-09-17,2024-09-17,"Exports of Goods, Balance of Payments Basis",1992-01-01,2024-07-01,Monthly,M,Millions of Dollars,Mil. of $,Seasonally Adjusted,SA,2024-09-04 07:51:05-05:00,15,This series represents monthly statistics of complete coverage. The advance estimate of the current month of nearly complete coverage is available on FRED at https://fred.stlouisfed.org/series/AITGEXS  Further information related to the international trade data can be found at https://www.census.gov/foreign-trade/data/index.html  Methodology details can be found at https://www.census.gov/foreign-trade/Press-Release/current_press_release/explain.pdf
BOPSEXP,2024-09-17,2024-09-17,"Exports of Services, Balance of Payments Basis",1992-01-01,2024-07-01,Monthly,M,Millions of Dollars,Mil. of $,Seasonally Adjusted,SA,2024-09-04 07:51:06-05:00,16,Further information related to the international trade data can be found at https://www.census.gov/foreign-trade/data/index.html  Methodology details can be found at https://www.census.gov/foreign-trade/Press-Release/current_press_release/explain.pdf
BOPTEXP,2024-09-17,2024-09-17,"Exports of Goods and Services, Balance of Payments Basis",1992-01-01,2024-07-01,Monthly,M,Millions of Dollars,Mil. of $,Seasonally Adjusted,SA,2024-09-04 07:51:04-05:00,35,Further information related to the international trade data can be found at https://www.census.gov/foreign-trade/data/index.html  Methodology details can be found at https://www.census.gov/foreign-trade/Press-Release/current_press_release/explain.pdf
BOPX,2024-09-17,2024-09-17,"Exports of Goods, Services and Income (DISCONTINUED)",1960-01-01,2014-01-01,Quarterly,Q,Billions of Dollars,Bil. of $,Seasonally Adjusted,SA,2014-06-18 08:41:08-05:00,1,This series has been discontinued as a result of the comprehensive restructuring of the international economic accounts (https://apps.bea.gov/scb/pdf/2014/07%20July/0714_annual_international_transactions_accounts.pdf). For a crosswalk of the old and new series in FRED see: http://research.stlouisfed.org/CompRevisionReleaseID49.xlsx.
BOPXA,2024-09-17,2024-09-17,"Exports of Goods, Services and Income (DISCONTINUED)",1960-01-01,2013-01-01,Annual,A,Billions of Dollars,Bil. of $,Not Seasonally Adjusted,NSA,2014-06-18 08:41:08-05:00,1,This series has been discontinued as a result of the comprehensive restructuring of the international economic accounts (https://apps.bea.gov/scb/pdf/2014/07%20July/0714_annual_international_transactions_accounts.pdf). For a crosswalk of the old and new series in FRED see: http://research.stlouisfed.org/CompRevisionReleaseID49.xlsx.
BOPXGS,2024-09-17,2024-09-17,Exports of Goods and Services (DISCONTINUED),1960-01-01,2014-01-01,Quarterly,Q,Billions of Dollars,Bil. of $,Seasonally Adjusted,SA,2014-06-18 08:41:08-05:00,6,This series has been discontinued as a result of the comprehensive restructuring of the international economic accounts (https://apps.bea.gov/scb/pdf/2014/07%20July/0714_annual_international_transactions_accounts.pdf). For a crosswalk of the old and new series in FRED see: http://research.stlouisfed.org/CompRevisionReleaseID49.xlsx.
BOPXGSA,2024-09-17,2024-09-17,Exports of Goods and Services (DISCONTINUED),1960-01-01,2013-01-01,Annual,A,Billions of Dollars,Bil. of $,Not Seasonally Adjusted,NSA,2014-06-18 08:41:08-05:00,1,This series has been discontinued as a result of the comprehensive restructuring of the international economic accounts (https://apps.bea.gov/scb/pdf/2014/07%20July/0714_annual_international_transactions_accounts.pdf). For a crosswalk of the old and new series in FRED see: http://research.stlouisfed.org/CompRevisionReleaseID49.xlsx.
