series_id,dimension_key,dimension_value,scraped_at
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_seasonally_adjusted.CL.levels.Q,freq,Q,2025-07-13T17:39:00.113903
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_seasonally_adjusted.CL.levels.Q,indicator,payroll_seasonally_adjusted,2025-07-13T17:39:00.113964
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_seasonally_adjusted.CL.levels.Q,measurement,levels,2025-07-13T17:39:00.113971
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_seasonally_adjusted.CL.levels.Q,sector,CL,2025-07-13T17:39:00.113975
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_seasonally_adjusted.CONC_INSEE.levels.Q,freq,Q,2025-07-13T17:39:00.144752
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_seasonally_adjusted.CONC_INSEE.levels.Q,indicator,payroll_seasonally_adjusted,2025-07-13T17:39:00.144834
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_seasonally_adjusted.CONC_INSEE.levels.Q,measurement,levels,2025-07-13T17:39:00.144842
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_seasonally_adjusted.CONC_INSEE.levels.Q,sector,CONC_INSEE,2025-07-13T17:39:00.144846
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_seasonally_adjusted.DZ.levels.Q,freq,Q,2025-07-13T17:39:00.173887
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_seasonally_adjusted.DZ.levels.Q,indicator,payroll_seasonally_adjusted,2025-07-13T17:39:00.173969
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_seasonally_adjusted.DZ.levels.Q,measurement,levels,2025-07-13T17:39:00.173977
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_seasonally_adjusted.DZ.levels.Q,sector,DZ,2025-07-13T17:39:00.173981
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_seasonally_adjusted.EZ.levels.Q,freq,Q,2025-07-13T17:39:00.209515
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_seasonally_adjusted.EZ.levels.Q,indicator,payroll_seasonally_adjusted,2025-07-13T17:39:00.209684
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_seasonally_adjusted.EZ.levels.Q,measurement,levels,2025-07-13T17:39:00.209693
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_seasonally_adjusted.EZ.levels.Q,sector,EZ,2025-07-13T17:39:00.209697
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_seasonally_adjusted.FZ.levels.Q,freq,Q,2025-07-13T17:39:00.276896
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_seasonally_adjusted.FZ.levels.Q,indicator,payroll_seasonally_adjusted,2025-07-13T17:39:00.277029
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_seasonally_adjusted.FZ.levels.Q,measurement,levels,2025-07-13T17:39:00.277036
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_seasonally_adjusted.FZ.levels.Q,sector,FZ,2025-07-13T17:39:00.277039
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_seasonally_adjusted.GZ.levels.Q,freq,Q,2025-07-13T17:39:00.361269
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_seasonally_adjusted.GZ.levels.Q,indicator,payroll_seasonally_adjusted,2025-07-13T17:39:00.361357
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_seasonally_adjusted.GZ.levels.Q,measurement,levels,2025-07-13T17:39:00.361383
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_seasonally_adjusted.GZ.levels.Q,sector,GZ,2025-07-13T17:39:00.361388
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_seasonally_adjusted.HZ.levels.Q,freq,Q,2025-07-13T17:39:00.408930
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_seasonally_adjusted.HZ.levels.Q,indicator,payroll_seasonally_adjusted,2025-07-13T17:39:00.409021
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_seasonally_adjusted.HZ.levels.Q,measurement,levels,2025-07-13T17:39:00.409086
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_seasonally_adjusted.HZ.levels.Q,sector,HZ,2025-07-13T17:39:00.409097
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_seasonally_adjusted.INTERIM.levels.Q,freq,Q,2025-07-13T17:39:00.444834
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_seasonally_adjusted.INTERIM.levels.Q,indicator,payroll_seasonally_adjusted,2025-07-13T17:39:00.444941
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_seasonally_adjusted.INTERIM.levels.Q,measurement,levels,2025-07-13T17:39:00.444947
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_seasonally_adjusted.INTERIM.levels.Q,sector,INTERIM,2025-07-13T17:39:00.444951
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_seasonally_adjusted.IZ.levels.Q,freq,Q,2025-07-13T17:39:00.481469
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_seasonally_adjusted.IZ.levels.Q,indicator,payroll_seasonally_adjusted,2025-07-13T17:39:00.481546
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_seasonally_adjusted.IZ.levels.Q,measurement,levels,2025-07-13T17:39:00.481554
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_seasonally_adjusted.IZ.levels.Q,sector,IZ,2025-07-13T17:39:00.481558
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_seasonally_adjusted.INDUSTRIE.levels.Q,freq,Q,2025-07-13T17:39:00.529045
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_seasonally_adjusted.INDUSTRIE.levels.Q,indicator,payroll_seasonally_adjusted,2025-07-13T17:39:00.529126
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_seasonally_adjusted.INDUSTRIE.levels.Q,measurement,levels,2025-07-13T17:39:00.529134
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_seasonally_adjusted.INDUSTRIE.levels.Q,sector,INDUSTRIE,2025-07-13T17:39:00.529137
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_seasonally_adjusted.JB.levels.Q,freq,Q,2025-07-13T17:39:00.576880
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_seasonally_adjusted.JB.levels.Q,indicator,payroll_seasonally_adjusted,2025-07-13T17:39:00.576971
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_seasonally_adjusted.JB.levels.Q,measurement,levels,2025-07-13T17:39:00.576979
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_seasonally_adjusted.JB.levels.Q,sector,JB,2025-07-13T17:39:00.576984
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_seasonally_adjusted.JA.levels.Q,freq,Q,2025-07-13T17:39:00.608071
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_seasonally_adjusted.JA.levels.Q,indicator,payroll_seasonally_adjusted,2025-07-13T17:39:00.608150
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_seasonally_adjusted.JA.levels.Q,measurement,levels,2025-07-13T17:39:00.608157
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_seasonally_adjusted.JA.levels.Q,sector,JA,2025-07-13T17:39:00.608161
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_seasonally_adjusted.JC.levels.Q,freq,Q,2025-07-13T17:39:00.640612
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_seasonally_adjusted.JC.levels.Q,indicator,payroll_seasonally_adjusted,2025-07-13T17:39:00.640678
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_seasonally_adjusted.JC.levels.Q,measurement,levels,2025-07-13T17:39:00.640684
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_seasonally_adjusted.JC.levels.Q,sector,JC,2025-07-13T17:39:00.640688
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_seasonally_adjusted.KZ.levels.Q,freq,Q,2025-07-13T17:39:00.702491
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_seasonally_adjusted.KZ.levels.Q,indicator,payroll_seasonally_adjusted,2025-07-13T17:39:00.702582
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_seasonally_adjusted.KZ.levels.Q,measurement,levels,2025-07-13T17:39:00.702591
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_seasonally_adjusted.KZ.levels.Q,sector,KZ,2025-07-13T17:39:00.702596
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_seasonally_adjusted.LZ.levels.Q,freq,Q,2025-07-13T17:39:00.748620
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_seasonally_adjusted.LZ.levels.Q,indicator,payroll_seasonally_adjusted,2025-07-13T17:39:00.748773
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_seasonally_adjusted.LZ.levels.Q,measurement,levels,2025-07-13T17:39:00.748782
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_seasonally_adjusted.LZ.levels.Q,sector,LZ,2025-07-13T17:39:00.748787
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_seasonally_adjusted.MA.levels.Q,freq,Q,2025-07-13T17:39:00.793694
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_seasonally_adjusted.MA.levels.Q,indicator,payroll_seasonally_adjusted,2025-07-13T17:39:00.794091
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_seasonally_adjusted.MA.levels.Q,measurement,levels,2025-07-13T17:39:00.794103
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_seasonally_adjusted.MA.levels.Q,sector,MA,2025-07-13T17:39:00.794118
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_seasonally_adjusted.MC.levels.Q,freq,Q,2025-07-13T17:39:00.828454
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_seasonally_adjusted.MC.levels.Q,indicator,payroll_seasonally_adjusted,2025-07-13T17:39:00.828543
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_seasonally_adjusted.MC.levels.Q,measurement,levels,2025-07-13T17:39:00.828566
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_seasonally_adjusted.MC.levels.Q,sector,MC,2025-07-13T17:39:00.828572
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_seasonally_adjusted.MB.levels.Q,freq,Q,2025-07-13T17:39:00.900142
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_seasonally_adjusted.MB.levels.Q,indicator,payroll_seasonally_adjusted,2025-07-13T17:39:00.900230
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_seasonally_adjusted.MB.levels.Q,measurement,levels,2025-07-13T17:39:00.900238
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_seasonally_adjusted.MB.levels.Q,sector,MB,2025-07-13T17:39:00.900243
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_seasonally_adjusted.N29.levels.Q,freq,Q,2025-07-13T17:39:00.936091
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_seasonally_adjusted.N29.levels.Q,indicator,payroll_seasonally_adjusted,2025-07-13T17:39:00.936160
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_seasonally_adjusted.N29.levels.Q,measurement,levels,2025-07-13T17:39:00.936167
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_seasonally_adjusted.N29.levels.Q,sector,N29,2025-07-13T17:39:00.936171
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_seasonally_adjusted.N41.levels.Q,freq,Q,2025-07-13T17:39:00.993372
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_seasonally_adjusted.N41.levels.Q,indicator,payroll_seasonally_adjusted,2025-07-13T17:39:00.993463
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_seasonally_adjusted.N41.levels.Q,measurement,levels,2025-07-13T17:39:00.993472
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_seasonally_adjusted.N41.levels.Q,sector,N41,2025-07-13T17:39:00.993477
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_seasonally_adjusted.N30.levels.Q,freq,Q,2025-07-13T17:39:01.031107
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_seasonally_adjusted.N30.levels.Q,indicator,payroll_seasonally_adjusted,2025-07-13T17:39:01.031176
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_seasonally_adjusted.N30.levels.Q,measurement,levels,2025-07-13T17:39:01.031183
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_seasonally_adjusted.N30.levels.Q,sector,N30,2025-07-13T17:39:01.031186
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_seasonally_adjusted.N42.levels.Q,freq,Q,2025-07-13T17:39:01.075463
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_seasonally_adjusted.N42.levels.Q,indicator,payroll_seasonally_adjusted,2025-07-13T17:39:01.075550
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_seasonally_adjusted.N42.levels.Q,measurement,levels,2025-07-13T17:39:01.075557
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_seasonally_adjusted.N42.levels.Q,sector,N42,2025-07-13T17:39:01.075562
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_seasonally_adjusted.N43.levels.Q,freq,Q,2025-07-13T17:39:01.135104
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_seasonally_adjusted.N43.levels.Q,indicator,payroll_seasonally_adjusted,2025-07-13T17:39:01.135358
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_seasonally_adjusted.N43.levels.Q,measurement,levels,2025-07-13T17:39:01.135370
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_seasonally_adjusted.N43.levels.Q,sector,N43,2025-07-13T17:39:01.135376
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_seasonally_adjusted.N45.levels.Q,freq,Q,2025-07-13T17:39:01.162829
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_seasonally_adjusted.N45.levels.Q,indicator,payroll_seasonally_adjusted,2025-07-13T17:39:01.162897
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_seasonally_adjusted.N45.levels.Q,measurement,levels,2025-07-13T17:39:01.162903
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_seasonally_adjusted.N45.levels.Q,sector,N45,2025-07-13T17:39:01.162917
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_seasonally_adjusted.N47.levels.Q,freq,Q,2025-07-13T17:39:01.211655
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_seasonally_adjusted.N47.levels.Q,indicator,payroll_seasonally_adjusted,2025-07-13T17:39:01.211746
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_seasonally_adjusted.N47.levels.Q,measurement,levels,2025-07-13T17:39:01.211799
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_seasonally_adjusted.N47.levels.Q,sector,N47,2025-07-13T17:39:01.211811
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_seasonally_adjusted.N46.levels.Q,freq,Q,2025-07-13T17:39:01.260894
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_seasonally_adjusted.N46.levels.Q,indicator,payroll_seasonally_adjusted,2025-07-13T17:39:01.260987
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_seasonally_adjusted.N46.levels.Q,measurement,levels,2025-07-13T17:39:01.260995
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_seasonally_adjusted.N46.levels.Q,sector,N46,2025-07-13T17:39:01.261000
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_seasonally_adjusted.N56.levels.Q,freq,Q,2025-07-13T17:39:01.295835
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_seasonally_adjusted.N56.levels.Q,indicator,payroll_seasonally_adjusted,2025-07-13T17:39:01.295912
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_seasonally_adjusted.N56.levels.Q,measurement,levels,2025-07-13T17:39:01.295920
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_seasonally_adjusted.N56.levels.Q,sector,N56,2025-07-13T17:39:01.295924
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_seasonally_adjusted.NZ.levels.Q,freq,Q,2025-07-13T17:39:01.327765
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_seasonally_adjusted.NZ.levels.Q,indicator,payroll_seasonally_adjusted,2025-07-13T17:39:01.327848
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_seasonally_adjusted.NZ.levels.Q,measurement,levels,2025-07-13T17:39:01.327856
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_seasonally_adjusted.NZ.levels.Q,sector,NZ,2025-07-13T17:39:01.327860
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_seasonally_adjusted.OQ.levels.Q,freq,Q,2025-07-13T17:39:01.382768
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_seasonally_adjusted.OQ.levels.Q,indicator,payroll_seasonally_adjusted,2025-07-13T17:39:01.382839
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_seasonally_adjusted.OQ.levels.Q,measurement,levels,2025-07-13T17:39:01.382846
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_seasonally_adjusted.OQ.levels.Q,sector,OQ,2025-07-13T17:39:01.382849
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_seasonally_adjusted.N55.levels.Q,freq,Q,2025-07-13T17:39:01.415900
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_seasonally_adjusted.N55.levels.Q,indicator,payroll_seasonally_adjusted,2025-07-13T17:39:01.415979
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_seasonally_adjusted.N55.levels.Q,measurement,levels,2025-07-13T17:39:01.415987
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_seasonally_adjusted.N55.levels.Q,sector,N55,2025-07-13T17:39:01.415991
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_seasonally_adjusted.OZ.levels.Q,freq,Q,2025-07-13T17:39:01.445704
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_seasonally_adjusted.OZ.levels.Q,indicator,payroll_seasonally_adjusted,2025-07-13T17:39:01.445786
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_seasonally_adjusted.OZ.levels.Q,measurement,levels,2025-07-13T17:39:01.445794
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_seasonally_adjusted.OZ.levels.Q,sector,OZ,2025-07-13T17:39:01.445798
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_seasonally_adjusted.PZ.levels.Q,freq,Q,2025-07-13T17:39:01.503561
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_seasonally_adjusted.PZ.levels.Q,indicator,payroll_seasonally_adjusted,2025-07-13T17:39:01.503684
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_seasonally_adjusted.PZ.levels.Q,measurement,levels,2025-07-13T17:39:01.503693
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_seasonally_adjusted.PZ.levels.Q,sector,PZ,2025-07-13T17:39:01.503697
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_seasonally_adjusted.QB.levels.Q,freq,Q,2025-07-13T17:39:01.583668
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_seasonally_adjusted.QB.levels.Q,indicator,payroll_seasonally_adjusted,2025-07-13T17:39:01.583875
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_seasonally_adjusted.QB.levels.Q,measurement,levels,2025-07-13T17:39:01.583884
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_seasonally_adjusted.QB.levels.Q,sector,QB,2025-07-13T17:39:01.583889
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_seasonally_adjusted.QA.levels.Q,freq,Q,2025-07-13T17:39:01.609387
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_seasonally_adjusted.QA.levels.Q,indicator,payroll_seasonally_adjusted,2025-07-13T17:39:01.609567
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_seasonally_adjusted.QA.levels.Q,measurement,levels,2025-07-13T17:39:01.609576
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_seasonally_adjusted.QA.levels.Q,sector,QA,2025-07-13T17:39:01.609588
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_seasonally_adjusted.RZ.levels.Q,freq,Q,2025-07-13T17:39:01.677139
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_seasonally_adjusted.RZ.levels.Q,indicator,payroll_seasonally_adjusted,2025-07-13T17:39:01.677241
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_seasonally_adjusted.RZ.levels.Q,measurement,levels,2025-07-13T17:39:01.677250
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_seasonally_adjusted.RZ.levels.Q,sector,RZ,2025-07-13T17:39:01.677254
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_seasonally_adjusted.TERTIAIRE.levels.Q,freq,Q,2025-07-13T17:39:01.702934
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_seasonally_adjusted.TERTIAIRE.levels.Q,indicator,payroll_seasonally_adjusted,2025-07-13T17:39:01.703026
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_seasonally_adjusted.TERTIAIRE.levels.Q,measurement,levels,2025-07-13T17:39:01.703034
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_seasonally_adjusted.TERTIAIRE.levels.Q,sector,TERTIAIRE,2025-07-13T17:39:01.703038
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_seasonally_adjusted.SZ.levels.Q,freq,Q,2025-07-13T17:39:01.775452
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_seasonally_adjusted.SZ.levels.Q,indicator,payroll_seasonally_adjusted,2025-07-13T17:39:01.775540
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_seasonally_adjusted.SZ.levels.Q,measurement,levels,2025-07-13T17:39:01.775548
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_seasonally_adjusted.SZ.levels.Q,sector,SZ,2025-07-13T17:39:01.775552
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_seasonally_adjusted.TERT_INTERIM.levels.Q,freq,Q,2025-07-13T17:39:01.811943
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_seasonally_adjusted.TERT_INTERIM.levels.Q,indicator,payroll_seasonally_adjusted,2025-07-13T17:39:01.812035
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_seasonally_adjusted.TERT_INTERIM.levels.Q,measurement,levels,2025-07-13T17:39:01.812042
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_seasonally_adjusted.TERT_INTERIM.levels.Q,sector,TERT_INTERIM,2025-07-13T17:39:01.812047
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_seasonally_adjusted.TOT_INTERIM.levels.Q,freq,Q,2025-07-13T17:39:01.870794
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_seasonally_adjusted.TOT_INTERIM.levels.Q,indicator,payroll_seasonally_adjusted,2025-07-13T17:39:01.870897
