series_id,dimension_key,dimension_value,scraped_at
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_not_seasonally_adjusted.N42.levels.Q,indicator,payroll_not_seasonally_adjusted,2025-07-13T17:38:58.475248
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_not_seasonally_adjusted.N42.levels.Q,measurement,levels,2025-07-13T17:38:58.475257
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_not_seasonally_adjusted.N42.levels.Q,sector,N42,2025-07-13T17:38:58.475284
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_not_seasonally_adjusted.N41.levels.Q,freq,Q,2025-07-13T17:38:58.507187
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_not_seasonally_adjusted.N41.levels.Q,indicator,payroll_not_seasonally_adjusted,2025-07-13T17:38:58.507282
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_not_seasonally_adjusted.N41.levels.Q,measurement,levels,2025-07-13T17:38:58.507289
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_not_seasonally_adjusted.N41.levels.Q,sector,N41,2025-07-13T17:38:58.507294
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_not_seasonally_adjusted.N43.levels.Q,freq,Q,2025-07-13T17:38:58.536607
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_not_seasonally_adjusted.N43.levels.Q,indicator,payroll_not_seasonally_adjusted,2025-07-13T17:38:58.536698
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_not_seasonally_adjusted.N43.levels.Q,measurement,levels,2025-07-13T17:38:58.537132
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_not_seasonally_adjusted.N43.levels.Q,sector,N43,2025-07-13T17:38:58.537140
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_not_seasonally_adjusted.N45.levels.Q,freq,Q,2025-07-13T17:38:58.568010
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_not_seasonally_adjusted.N45.levels.Q,indicator,payroll_not_seasonally_adjusted,2025-07-13T17:38:58.568102
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_not_seasonally_adjusted.N45.levels.Q,measurement,levels,2025-07-13T17:38:58.568111
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_not_seasonally_adjusted.N45.levels.Q,sector,N45,2025-07-13T17:38:58.568116
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_not_seasonally_adjusted.N47.levels.Q,freq,Q,2025-07-13T17:38:58.615983
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_not_seasonally_adjusted.N47.levels.Q,indicator,payroll_not_seasonally_adjusted,2025-07-13T17:38:58.616557
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_not_seasonally_adjusted.N47.levels.Q,measurement,levels,2025-07-13T17:38:58.616567
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_not_seasonally_adjusted.N47.levels.Q,sector,N47,2025-07-13T17:38:58.616572
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_not_seasonally_adjusted.N46.levels.Q,freq,Q,2025-07-13T17:38:58.647035
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_not_seasonally_adjusted.N46.levels.Q,indicator,payroll_not_seasonally_adjusted,2025-07-13T17:38:58.647130
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_not_seasonally_adjusted.N46.levels.Q,measurement,levels,2025-07-13T17:38:58.647139
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_not_seasonally_adjusted.N46.levels.Q,sector,N46,2025-07-13T17:38:58.647144
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_not_seasonally_adjusted.N55.levels.Q,freq,Q,2025-07-13T17:38:58.679324
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_not_seasonally_adjusted.N55.levels.Q,indicator,payroll_not_seasonally_adjusted,2025-07-13T17:38:58.679487
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_not_seasonally_adjusted.N55.levels.Q,measurement,levels,2025-07-13T17:38:58.679496
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_not_seasonally_adjusted.N55.levels.Q,sector,N55,2025-07-13T17:38:58.679500
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_not_seasonally_adjusted.N56.levels.Q,freq,Q,2025-07-13T17:38:58.746834
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_not_seasonally_adjusted.N56.levels.Q,indicator,payroll_not_seasonally_adjusted,2025-07-13T17:38:58.746917
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_not_seasonally_adjusted.N56.levels.Q,measurement,levels,2025-07-13T17:38:58.746926
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_not_seasonally_adjusted.N56.levels.Q,sector,N56,2025-07-13T17:38:58.746930
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_not_seasonally_adjusted.NZ.levels.Q,freq,Q,2025-07-13T17:38:58.819303
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_not_seasonally_adjusted.NZ.levels.Q,indicator,payroll_not_seasonally_adjusted,2025-07-13T17:38:58.819432
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_not_seasonally_adjusted.NZ.levels.Q,measurement,levels,2025-07-13T17:38:58.819442
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_not_seasonally_adjusted.NZ.levels.Q,sector,NZ,2025-07-13T17:38:58.819447
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_not_seasonally_adjusted.OZ.levels.Q,freq,Q,2025-07-13T17:38:58.873037
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_not_seasonally_adjusted.OZ.levels.Q,indicator,payroll_not_seasonally_adjusted,2025-07-13T17:38:58.873155
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_not_seasonally_adjusted.OZ.levels.Q,measurement,levels,2025-07-13T17:38:58.873167
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_not_seasonally_adjusted.OZ.levels.Q,sector,OZ,2025-07-13T17:38:58.873172
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_not_seasonally_adjusted.PZ.levels.Q,freq,Q,2025-07-13T17:38:58.912595
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_not_seasonally_adjusted.PZ.levels.Q,indicator,payroll_not_seasonally_adjusted,2025-07-13T17:38:58.912660
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_not_seasonally_adjusted.PZ.levels.Q,measurement,levels,2025-07-13T17:38:58.912666
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_not_seasonally_adjusted.PZ.levels.Q,sector,PZ,2025-07-13T17:38:58.912670
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_not_seasonally_adjusted.OQ.levels.Q,freq,Q,2025-07-13T17:38:58.943536
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_not_seasonally_adjusted.OQ.levels.Q,indicator,payroll_not_seasonally_adjusted,2025-07-13T17:38:58.943755
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_not_seasonally_adjusted.OQ.levels.Q,measurement,levels,2025-07-13T17:38:58.943764
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_not_seasonally_adjusted.OQ.levels.Q,sector,OQ,2025-07-13T17:38:58.943769
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_not_seasonally_adjusted.QB.levels.Q,freq,Q,2025-07-13T17:38:58.974340
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_not_seasonally_adjusted.QB.levels.Q,indicator,payroll_not_seasonally_adjusted,2025-07-13T17:38:58.974429
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_not_seasonally_adjusted.QB.levels.Q,measurement,levels,2025-07-13T17:38:58.974437
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_not_seasonally_adjusted.QB.levels.Q,sector,QB,2025-07-13T17:38:58.974441
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_not_seasonally_adjusted.QA.levels.Q,freq,Q,2025-07-13T17:38:59.014409
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_not_seasonally_adjusted.QA.levels.Q,indicator,payroll_not_seasonally_adjusted,2025-07-13T17:38:59.014494
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_not_seasonally_adjusted.QA.levels.Q,measurement,levels,2025-07-13T17:38:59.014502
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_not_seasonally_adjusted.QA.levels.Q,sector,QA,2025-07-13T17:38:59.014507
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_not_seasonally_adjusted.SZ.levels.Q,freq,Q,2025-07-13T17:38:59.044268
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_not_seasonally_adjusted.SZ.levels.Q,indicator,payroll_not_seasonally_adjusted,2025-07-13T17:38:59.044350
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_not_seasonally_adjusted.SZ.levels.Q,measurement,levels,2025-07-13T17:38:59.044399
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_not_seasonally_adjusted.SZ.levels.Q,sector,SZ,2025-07-13T17:38:59.044404
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_not_seasonally_adjusted.RZ.levels.Q,freq,Q,2025-07-13T17:38:59.084128
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_not_seasonally_adjusted.RZ.levels.Q,indicator,payroll_not_seasonally_adjusted,2025-07-13T17:38:59.084215
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_not_seasonally_adjusted.RZ.levels.Q,measurement,levels,2025-07-13T17:38:59.084223
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_not_seasonally_adjusted.RZ.levels.Q,sector,RZ,2025-07-13T17:38:59.084228
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_not_seasonally_adjusted.TERTIAIRE.levels.Q,freq,Q,2025-07-13T17:38:59.114470
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_not_seasonally_adjusted.TERTIAIRE.levels.Q,indicator,payroll_not_seasonally_adjusted,2025-07-13T17:38:59.114547
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_not_seasonally_adjusted.TERTIAIRE.levels.Q,measurement,levels,2025-07-13T17:38:59.114589
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_not_seasonally_adjusted.TERTIAIRE.levels.Q,sector,TERTIAIRE,2025-07-13T17:38:59.114594
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_not_seasonally_adjusted.TERT_INTERIM.levels.Q,freq,Q,2025-07-13T17:38:59.164925
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_not_seasonally_adjusted.TERT_INTERIM.levels.Q,indicator,payroll_not_seasonally_adjusted,2025-07-13T17:38:59.165003
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_not_seasonally_adjusted.TERT_INTERIM.levels.Q,measurement,levels,2025-07-13T17:38:59.165050
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_not_seasonally_adjusted.TERT_INTERIM.levels.Q,sector,TERT_INTERIM,2025-07-13T17:38:59.165056
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_not_seasonally_adjusted.TOT.levels.Q,freq,Q,2025-07-13T17:38:59.235491
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_not_seasonally_adjusted.TOT.levels.Q,indicator,payroll_not_seasonally_adjusted,2025-07-13T17:38:59.235582
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_not_seasonally_adjusted.TOT.levels.Q,measurement,levels,2025-07-13T17:38:59.235591
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_not_seasonally_adjusted.TOT.levels.Q,sector,TOT,2025-07-13T17:38:59.235609
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_not_seasonally_adjusted.TOT_INTERIM.levels.Q,freq,Q,2025-07-13T17:38:59.285841
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_not_seasonally_adjusted.TOT_INTERIM.levels.Q,indicator,payroll_not_seasonally_adjusted,2025-07-13T17:38:59.285927
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_not_seasonally_adjusted.TOT_INTERIM.levels.Q,measurement,levels,2025-07-13T17:38:59.285936
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_not_seasonally_adjusted.TOT_INTERIM.levels.Q,sector,TOT_INTERIM,2025-07-13T17:38:59.285940
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_not_seasonally_adjusted.Tert_March.levels.Q,freq,Q,2025-07-13T17:38:59.321211
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_not_seasonally_adjusted.Tert_March.levels.Q,indicator,payroll_not_seasonally_adjusted,2025-07-13T17:38:59.321308
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_not_seasonally_adjusted.Tert_March.levels.Q,measurement,levels,2025-07-13T17:38:59.321315
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_not_seasonally_adjusted.Tert_March.levels.Q,sector,Tert_March,2025-07-13T17:38:59.321319
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_not_seasonally_adjusted.TZ.levels.Q,freq,Q,2025-07-13T17:38:59.369137
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_not_seasonally_adjusted.TZ.levels.Q,indicator,payroll_not_seasonally_adjusted,2025-07-13T17:38:59.369211
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_not_seasonally_adjusted.TZ.levels.Q,measurement,levels,2025-07-13T17:38:59.369218
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_not_seasonally_adjusted.TZ.levels.Q,sector,TZ,2025-07-13T17:38:59.369221
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_seasonally_adjusted.ASSOC.levels.Q,freq,Q,2025-07-13T17:38:59.426662
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_seasonally_adjusted.ASSOC.levels.Q,indicator,payroll_seasonally_adjusted,2025-07-13T17:38:59.426753
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_seasonally_adjusted.ASSOC.levels.Q,measurement,levels,2025-07-13T17:38:59.426761
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_seasonally_adjusted.ASSOC.levels.Q,sector,ASSOC,2025-07-13T17:38:59.426766
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_seasonally_adjusted.BTP.levels.Q,freq,Q,2025-07-13T17:38:59.484349
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_seasonally_adjusted.BTP.levels.Q,indicator,payroll_seasonally_adjusted,2025-07-13T17:38:59.484422
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_seasonally_adjusted.BTP.levels.Q,measurement,levels,2025-07-13T17:38:59.484429
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_seasonally_adjusted.BTP.levels.Q,sector,BTP,2025-07-13T17:38:59.484434
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_seasonally_adjusted.BZ.levels.Q,freq,Q,2025-07-13T17:38:59.526744
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_seasonally_adjusted.BZ.levels.Q,indicator,payroll_seasonally_adjusted,2025-07-13T17:38:59.526835
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_seasonally_adjusted.BZ.levels.Q,measurement,levels,2025-07-13T17:38:59.526843
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_seasonally_adjusted.BZ.levels.Q,sector,BZ,2025-07-13T17:38:59.526848
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_seasonally_adjusted.CA.levels.Q,freq,Q,2025-07-13T17:38:59.568320
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_seasonally_adjusted.CA.levels.Q,indicator,payroll_seasonally_adjusted,2025-07-13T17:38:59.568437
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_seasonally_adjusted.CA.levels.Q,measurement,levels,2025-07-13T17:38:59.568445
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_seasonally_adjusted.CA.levels.Q,sector,CA,2025-07-13T17:38:59.568462
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_seasonally_adjusted.CAISSE_CONGES.levels.Q,freq,Q,2025-07-13T17:38:59.597648
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_seasonally_adjusted.CAISSE_CONGES.levels.Q,indicator,payroll_seasonally_adjusted,2025-07-13T17:38:59.597744
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_seasonally_adjusted.CAISSE_CONGES.levels.Q,measurement,levels,2025-07-13T17:38:59.597750
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_seasonally_adjusted.CAISSE_CONGES.levels.Q,sector,CAISSE_CONGES,2025-07-13T17:38:59.597763
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_seasonally_adjusted.CB.levels.Q,freq,Q,2025-07-13T17:38:59.629256
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_seasonally_adjusted.CB.levels.Q,indicator,payroll_seasonally_adjusted,2025-07-13T17:38:59.629348
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_seasonally_adjusted.CB.levels.Q,measurement,levels,2025-07-13T17:38:59.629356
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_seasonally_adjusted.CB.levels.Q,sector,CB,2025-07-13T17:38:59.629361
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_seasonally_adjusted.CC.levels.Q,freq,Q,2025-07-13T17:38:59.660933
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_seasonally_adjusted.CC.levels.Q,indicator,payroll_seasonally_adjusted,2025-07-13T17:38:59.661012
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_seasonally_adjusted.CC.levels.Q,measurement,levels,2025-07-13T17:38:59.661020
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_seasonally_adjusted.CC.levels.Q,sector,CC,2025-07-13T17:38:59.661024
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_seasonally_adjusted.CD.levels.Q,freq,Q,2025-07-13T17:38:59.692576
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_seasonally_adjusted.CD.levels.Q,indicator,payroll_seasonally_adjusted,2025-07-13T17:38:59.692659
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_seasonally_adjusted.CD.levels.Q,measurement,levels,2025-07-13T17:38:59.692667
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_seasonally_adjusted.CD.levels.Q,sector,CD,2025-07-13T17:38:59.692672
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_seasonally_adjusted.CE.levels.Q,freq,Q,2025-07-13T17:38:59.722295
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_seasonally_adjusted.CE.levels.Q,indicator,payroll_seasonally_adjusted,2025-07-13T17:38:59.722383
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_seasonally_adjusted.CE.levels.Q,measurement,levels,2025-07-13T17:38:59.722390
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_seasonally_adjusted.CE.levels.Q,sector,CE,2025-07-13T17:38:59.722395
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_seasonally_adjusted.CF.levels.Q,freq,Q,2025-07-13T17:38:59.776236
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_seasonally_adjusted.CF.levels.Q,indicator,payroll_seasonally_adjusted,2025-07-13T17:38:59.776310
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_seasonally_adjusted.CF.levels.Q,measurement,levels,2025-07-13T17:38:59.776317
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_seasonally_adjusted.CF.levels.Q,sector,CF,2025-07-13T17:38:59.776320
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_seasonally_adjusted.CG.levels.Q,freq,Q,2025-07-13T17:38:59.846591
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_seasonally_adjusted.CG.levels.Q,indicator,payroll_seasonally_adjusted,2025-07-13T17:38:59.846686
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_seasonally_adjusted.CG.levels.Q,measurement,levels,2025-07-13T17:38:59.846694
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_seasonally_adjusted.CG.levels.Q,sector,CG,2025-07-13T17:38:59.846714
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_seasonally_adjusted.CH.levels.Q,freq,Q,2025-07-13T17:38:59.943478
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_seasonally_adjusted.CH.levels.Q,indicator,payroll_seasonally_adjusted,2025-07-13T17:38:59.943570
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_seasonally_adjusted.CH.levels.Q,measurement,levels,2025-07-13T17:38:59.943578
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_seasonally_adjusted.CH.levels.Q,sector,CH,2025-07-13T17:38:59.943584
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_seasonally_adjusted.CI.levels.Q,freq,Q,2025-07-13T17:38:59.974821
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_seasonally_adjusted.CI.levels.Q,indicator,payroll_seasonally_adjusted,2025-07-13T17:38:59.974961
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_seasonally_adjusted.CI.levels.Q,measurement,levels,2025-07-13T17:38:59.974969
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_seasonally_adjusted.CI.levels.Q,sector,CI,2025-07-13T17:38:59.974973
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_seasonally_adjusted.CK.levels.Q,freq,Q,2025-07-13T17:39:00.005001
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_seasonally_adjusted.CK.levels.Q,indicator,payroll_seasonally_adjusted,2025-07-13T17:39:00.005109
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_seasonally_adjusted.CK.levels.Q,measurement,levels,2025-07-13T17:39:00.005116
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_seasonally_adjusted.CK.levels.Q,sector,CK,2025-07-13T17:39:00.005124
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_seasonally_adjusted.CJ.levels.Q,freq,Q,2025-07-13T17:39:00.037681
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_seasonally_adjusted.CJ.levels.Q,indicator,payroll_seasonally_adjusted,2025-07-13T17:39:00.037764
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_seasonally_adjusted.CJ.levels.Q,measurement,levels,2025-07-13T17:39:00.037772
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_seasonally_adjusted.CJ.levels.Q,sector,CJ,2025-07-13T17:39:00.037776
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_seasonally_adjusted.CM.levels.Q,freq,Q,2025-07-13T17:39:00.074815
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_seasonally_adjusted.CM.levels.Q,indicator,payroll_seasonally_adjusted,2025-07-13T17:39:00.074897
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_seasonally_adjusted.CM.levels.Q,measurement,levels,2025-07-13T17:39:00.074905
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_seasonally_adjusted.CM.levels.Q,sector,CM,2025-07-13T17:39:00.074909
