series_id,provider_code,dataset_code,series_code,series_name,frequency,table_name,first_period,last_period,record_count,data_hash,raw_json_metadata,indexed_at,first_scraped_at,last_scraped_at,status,created_at,updated_at
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_not_seasonally_adjusted.ASSOC.levels.Q,ACOSS,ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT,payroll_not_seasonally_adjusted.ASSOC.levels.Q,Payroll not seasonally adjusted - Associations - Levels - Quarterly,quarterly,data_acoss_acoss_stat_quarterly_payroll_emplo_e4463221,,,0,d751713988987e9331980363e24189ce,"{""@frequency"": ""quarterly"", ""dataset_code"": ""ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT"", ""dataset_name"": ""Quarterly private sector payroll and workforce"", ""dimensions"": {""freq"": ""Q"", ""indicator"": ""payroll_not_seasonally_adjusted"", ""measurement"": ""levels"", ""sector"": ""ASSOC""}, ""indexed_at"": ""2023-12-15T09:10:47.009Z"", ""period"": [""1997-Q1"", ""1997-Q2"", ""1997-Q3"", ""1997-Q4"", ""1998-Q1"", ""1998-Q2"", ""1998-Q3"", ""1998-Q4"", ""1999-Q1"", ""1999-Q2"", ""1999-Q3"", ""1999-Q4"", ""2000-Q1"", ""2000-Q2"", ""2000-Q3"", ""2000-Q4"", ""2001-Q1"", ""2001-Q2"", ""2001-Q3"", ""2001-Q4"", ""2002-Q1"", ""2002-Q2"", ""2002-Q3"", ""2002-Q4"", ""2003-Q1"", ""2003-Q2"", ""2003-Q3"", ""2003-Q4"", ""2004-Q1"", ""2004-Q2"", ""2004-Q3"", ""2004-Q4"", ""2005-Q1"", ""2005-Q2"", ""2005-Q3"", ""2005-Q4"", ""2006-Q1"", ""2006-Q2"", ""2006-Q3"", ""2006-Q4"", ""2007-Q1"", ""2007-Q2"", ""2007-Q3"", ""2007-Q4"", ""2008-Q1"", ""2008-Q2"", ""2008-Q3"", ""2008-Q4"", ""2009-Q1"", ""2009-Q2"", ""2009-Q3"", ""2009-Q4"", ""2010-Q1"", ""2010-Q2"", ""2010-Q3"", ""2010-Q4"", ""2011-Q1"", ""2011-Q2"", ""2011-Q3"", ""2011-Q4"", ""2012-Q1"", ""2012-Q2"", ""2012-Q3"", ""2012-Q4"", ""2013-Q1"", ""2013-Q2"", ""2013-Q3"", ""2013-Q4"", ""2014-Q1"", ""2014-Q2"", ""2014-Q3"", ""2014-Q4"", ""2015-Q1"", ""2015-Q2"", ""2015-Q3"", ""2015-Q4"", ""2016-Q1"", ""2016-Q2"", ""2016-Q3"", ""2016-Q4"", ""2017-Q1"", ""2017-Q2"", ""2017-Q3"", ""2017-Q4"", ""2018-Q1"", ""2018-Q2"", ""2018-Q3"", ""2018-Q4"", ""2019-Q1"", ""2019-Q2"", ""2019-Q3"", ""2019-Q4"", ""2020-Q1"", ""2020-Q2"", ""2020-Q3"", ""2020-Q4"", ""2021-Q1"", ""2021-Q2"", ""2021-Q3"", ""2021-Q4"", ""2022-Q1"", ""2022-Q2"", ""2022-Q3"", ""2022-Q4"", ""2023-Q1"", ""2023-Q2"", ""2023-Q3"", ""2023-Q4""], ""period_start_day"": [""1997-01-01"", ""1997-04-01"", ""1997-07-01"", ""1997-10-01"", ""1998-01-01"", ""1998-04-01"", ""1998-07-01"", ""1998-10-01"", ""1999-01-01"", ""1999-04-01"", ""1999-07-01"", ""1999-10-01"", ""2000-01-01"", ""2000-04-01"", ""2000-07-01"", ""2000-10-01"", ""2001-01-01"", ""2001-04-01"", ""2001-07-01"", ""2001-10-01"", ""2002-01-01"", ""2002-04-01"", ""2002-07-01"", ""2002-10-01"", ""2003-01-01"", ""2003-04-01"", ""2003-07-01"", ""2003-10-01"", ""2004-01-01"", ""2004-04-01"", ""2004-07-01"", ""2004-10-01"", ""2005-01-01"", ""2005-04-01"", ""2005-07-01"", ""2005-10-01"", ""2006-01-01"", ""2006-04-01"", ""2006-07-01"", ""2006-10-01"", ""2007-01-01"", ""2007-04-01"", ""2007-07-01"", ""2007-10-01"", ""2008-01-01"", ""2008-04-01"", ""2008-07-01"", ""2008-10-01"", ""2009-01-01"", ""2009-04-01"", ""2009-07-01"", ""2009-10-01"", ""2010-01-01"", ""2010-04-01"", ""2010-07-01"", ""2010-10-01"", ""2011-01-01"", ""2011-04-01"", ""2011-07-01"", ""2011-10-01"", ""2012-01-01"", ""2012-04-01"", ""2012-07-01"", ""2012-10-01"", ""2013-01-01"", ""2013-04-01"", ""2013-07-01"", ""2013-10-01"", ""2014-01-01"", ""2014-04-01"", ""2014-07-01"", ""2014-10-01"", ""2015-01-01"", ""2015-04-01"", ""2015-07-01"", ""2015-10-01"", ""2016-01-01"", ""2016-04-01"", ""2016-07-01"", ""2016-10-01"", ""2017-01-01"", ""2017-04-01"", ""2017-07-01"", ""2017-10-01"", ""2018-01-01"", ""2018-04-01"", ""2018-07-01"", ""2018-10-01"", ""2019-01-01"", ""2019-04-01"", ""2019-07-01"", ""2019-10-01"", ""2020-01-01"", ""2020-04-01"", ""2020-07-01"", ""2020-10-01"", ""2021-01-01"", ""2021-04-01"", ""2021-07-01"", ""2021-10-01"", ""2022-01-01"", ""2022-04-01"", ""2022-07-01"", ""2022-10-01"", ""2023-01-01"", ""2023-04-01"", ""2023-07-01"", ""2023-10-01""], ""provider_code"": ""ACOSS"", ""series_code"": ""payroll_not_seasonally_adjusted.ASSOC.levels.Q"", ""series_name"": ""Payroll not seasonally adjusted - Associations - Levels - Quarterly"", ""value"": [4424716854.0, 4668300775.0, 4636620915.0, 4920794038.0, 4642463039.0, 4885712560.0, 4849115213.0, 5148650322.0, 4856186016.0, 5112008162.0, 5050762000.0, 5366692873.0, 5046659190.0, 5307359001.0, 5253665519.0, 5628504461.0, 5324103124.0, 5580474338.0, 5517193443.0, 5925123448.0, 5600555549.0, 5928601315.0, 5854764159.0, 6239830358.0, 5907624177.0, 6200853833.0, 6152074198.0, 6486340506.0, 6152993584.0, 6422069941.0, 6366488733.0, 6735820816.0, 6370961766.0, 6644339278.0, 6604361172.0, 6996467173.0, 6686796392.0, 6991218209.0, 6937582372.0, 7370596045.0, 7003234317.0, 7430695870.0, 7306724671.0, 7733522454.0, 7314474062.0, 7674785932.0, 7609450455.0, 8112301901.0, 7604231052.0, 7945977645.0, 7838196678.0, 8477256016.0, 7916537020.0, 8282741526.0, 8137806394.0, 8572504772.0, 8089745659.0, 8406767263.0, 8207943402.0, 8684715383.0, 8224368869.0, 8574380321.0, 8428038283.0, 8880855761.0, 8348994341.0, 8708247429.0, 8538228723.0, 9031401497.0, 8527326480.0, 8902041938.0, 8719807551.0, 9197577104.0, 8652813747.0, 9013317171.0, 8833536349.0, 9337556546.0, 8814113811.0, 9165749268.0, 8975362865.0, 9473498734.0, 8854159154.0, 9231803350.0, 9031426927.0, 9551445702.0, 8967021872.0, 9337704941.0, 9110958554.0, 9656602430.0, 9142098842.0, 9538499255.0, 9376143842.0, 9915095371.0, 9095142204.0, 8328568233.0, 9319965757.0, 9927653354.0, 9429192551.0, 9881734845.0, 10006051885.0, 10734433837.0, 10252769175.0, 10798656484.0, 10860167892.0, 11559345926.0, 11264937405.0, 11660044660.0, 11431101029.0, 0.0]}",2023-12-15T09:10:47.009Z,,2025-07-13T17:38:56.255548,active,2025-07-13 12:08:56,2025-07-13T17:38:56.255552
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_not_seasonally_adjusted.CG.levels.Q,ACOSS,ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT,payroll_not_seasonally_adjusted.CG.levels.Q,Payroll not seasonally adjusted - Plastic industry - Levels - Quarterly,quarterly,data_acoss_acoss_stat_quarterly_payroll_emplo_bc0783a9,,,0,d751713988987e9331980363e24189ce,"{""@frequency"": ""quarterly"", ""dataset_code"": ""ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT"", ""dataset_name"": ""Quarterly private sector payroll and workforce"", ""dimensions"": {""freq"": ""Q"", ""indicator"": ""payroll_not_seasonally_adjusted"", ""measurement"": ""levels"", ""sector"": ""CG""}, ""indexed_at"": ""2023-12-15T09:10:47.009Z"", ""period"": [""1997-Q1"", ""1997-Q2"", ""1997-Q3"", ""1997-Q4"", ""1998-Q1"", ""1998-Q2"", ""1998-Q3"", ""1998-Q4"", ""1999-Q1"", ""1999-Q2"", ""1999-Q3"", ""1999-Q4"", ""2000-Q1"", ""2000-Q2"", ""2000-Q3"", ""2000-Q4"", ""2001-Q1"", ""2001-Q2"", ""2001-Q3"", ""2001-Q4"", ""2002-Q1"", ""2002-Q2"", ""2002-Q3"", ""2002-Q4"", ""2003-Q1"", ""2003-Q2"", ""2003-Q3"", ""2003-Q4"", ""2004-Q1"", ""2004-Q2"", ""2004-Q3"", ""2004-Q4"", ""2005-Q1"", ""2005-Q2"", ""2005-Q3"", ""2005-Q4"", ""2006-Q1"", ""2006-Q2"", ""2006-Q3"", ""2006-Q4"", ""2007-Q1"", ""2007-Q2"", ""2007-Q3"", ""2007-Q4"", ""2008-Q1"", ""2008-Q2"", ""2008-Q3"", ""2008-Q4"", ""2009-Q1"", ""2009-Q2"", ""2009-Q3"", ""2009-Q4"", ""2010-Q1"", ""2010-Q2"", ""2010-Q3"", ""2010-Q4"", ""2011-Q1"", ""2011-Q2"", ""2011-Q3"", ""2011-Q4"", ""2012-Q1"", ""2012-Q2"", ""2012-Q3"", ""2012-Q4"", ""2013-Q1"", ""2013-Q2"", ""2013-Q3"", ""2013-Q4"", ""2014-Q1"", ""2014-Q2"", ""2014-Q3"", ""2014-Q4"", ""2015-Q1"", ""2015-Q2"", ""2015-Q3"", ""2015-Q4"", ""2016-Q1"", ""2016-Q2"", ""2016-Q3"", ""2016-Q4"", ""2017-Q1"", ""2017-Q2"", ""2017-Q3"", ""2017-Q4"", ""2018-Q1"", ""2018-Q2"", ""2018-Q3"", ""2018-Q4"", ""2019-Q1"", ""2019-Q2"", ""2019-Q3"", ""2019-Q4"", ""2020-Q1"", ""2020-Q2"", ""2020-Q3"", ""2020-Q4"", ""2021-Q1"", ""2021-Q2"", ""2021-Q3"", ""2021-Q4"", ""2022-Q1"", ""2022-Q2"", ""2022-Q3"", ""2022-Q4"", ""2023-Q1"", ""2023-Q2"", ""2023-Q3"", ""2023-Q4""], ""period_start_day"": [""1997-01-01"", ""1997-04-01"", ""1997-07-01"", ""1997-10-01"", ""1998-01-01"", ""1998-04-01"", ""1998-07-01"", ""1998-10-01"", ""1999-01-01"", ""1999-04-01"", ""1999-07-01"", ""1999-10-01"", ""2000-01-01"", ""2000-04-01"", ""2000-07-01"", ""2000-10-01"", ""2001-01-01"", ""2001-04-01"", ""2001-07-01"", ""2001-10-01"", ""2002-01-01"", ""2002-04-01"", ""2002-07-01"", ""2002-10-01"", ""2003-01-01"", ""2003-04-01"", ""2003-07-01"", ""2003-10-01"", ""2004-01-01"", ""2004-04-01"", ""2004-07-01"", ""2004-10-01"", ""2005-01-01"", ""2005-04-01"", ""2005-07-01"", ""2005-10-01"", ""2006-01-01"", ""2006-04-01"", ""2006-07-01"", ""2006-10-01"", ""2007-01-01"", ""2007-04-01"", ""2007-07-01"", ""2007-10-01"", ""2008-01-01"", ""2008-04-01"", ""2008-07-01"", ""2008-10-01"", ""2009-01-01"", ""2009-04-01"", ""2009-07-01"", ""2009-10-01"", ""2010-01-01"", ""2010-04-01"", ""2010-07-01"", ""2010-10-01"", ""2011-01-01"", ""2011-04-01"", ""2011-07-01"", ""2011-10-01"", ""2012-01-01"", ""2012-04-01"", ""2012-07-01"", ""2012-10-01"", ""2013-01-01"", ""2013-04-01"", ""2013-07-01"", ""2013-10-01"", ""2014-01-01"", ""2014-04-01"", ""2014-07-01"", ""2014-10-01"", ""2015-01-01"", ""2015-04-01"", ""2015-07-01"", ""2015-10-01"", ""2016-01-01"", ""2016-04-01"", ""2016-07-01"", ""2016-10-01"", ""2017-01-01"", ""2017-04-01"", ""2017-07-01"", ""2017-10-01"", ""2018-01-01"", ""2018-04-01"", ""2018-07-01"", ""2018-10-01"", ""2019-01-01"", ""2019-04-01"", ""2019-07-01"", ""2019-10-01"", ""2020-01-01"", ""2020-04-01"", ""2020-07-01"", ""2020-10-01"", ""2021-01-01"", ""2021-04-01"", ""2021-07-01"", ""2021-10-01"", ""2022-01-01"", ""2022-04-01"", ""2022-07-01"", ""2022-10-01"", ""2023-01-01"", ""2023-04-01"", ""2023-07-01"", ""2023-10-01""], ""provider_code"": ""ACOSS"", ""series_code"": ""payroll_not_seasonally_adjusted.CG.levels.Q"", ""series_name"": ""Payroll not seasonally adjusted - Plastic industry - Levels - Quarterly"", ""value"": [1792512721.0, 1871929435.0, 1861129434.0, 2100959140.0, 1850735139.0, 1943444520.0, 1915876603.0, 2148649463.0, 1881331616.0, 1959305800.0, 1930567040.0, 2178020860.0, 1920152901.0, 2026032932.0, 2004078524.0, 2276748699.0, 2027712564.0, 2132659315.0, 2087920581.0, 2346404280.0, 2058832584.0, 2163498244.0, 2094594558.0, 2352016211.0, 2070242574.0, 2165813692.0, 2085294521.0, 2354341927.0, 2093053798.0, 2194740128.0, 2113736946.0, 2389437895.0, 2111481923.0, 2207243719.0, 2116770685.0, 2394894106.0, 2121214526.0, 2213310949.0, 2129437725.0, 2435656009.0, 2177300208.0, 2253717553.0, 2160650735.0, 2459194233.0, 2187445051.0, 2267163331.0, 2166477574.0, 2437696042.0, 2091686164.0, 2117386147.0, 2028234973.0, 2306913814.0, 2033308668.0, 2115827910.0, 1999398206.0, 2301854489.0, 2083211375.0, 2176962393.0, 2052995617.0, 2366906967.0, 2109079645.0, 2194648203.0, 2059801748.0, 2365409752.0, 2092315239.0, 2191296716.0, 2059300560.0, 2331838956.0, 2113193308.0, 2208686033.0, 2059691283.0, 2335990890.0, 2095585421.0, 2185020602.0, 2043940212.0, 2338910071.0, 2121959207.0, 2215561324.0, 2051313227.0, 2348040806.0, 2141879349.0, 2257283099.0, 2087752584.0, 2398300037.0, 2185178567.0, 2298968312.0, 2122307573.0, 2433041763.0, 2197237752.0, 2334121864.0, 2143818252.0, 2444624351.0, 2141900105.0, 1906577699.0, 2128310915.0, 2420828622.0, 2176456438.0, 2303778110.0, 2151406947.0, 2459297604.0, 2260495995.0, 2457765255.0, 2224707549.0, 2535147247.0, 2356201530.0, 2499976867.0, 2298535744.0, 0.0]}",2023-12-15T09:10:47.009Z,,2025-07-13T17:38:56.667628,active,2025-07-13 12:08:56,2025-07-13T17:38:56.667633
ACOSS/ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT/payroll_not_seasonally_adjusted.CA.levels.Q,ACOSS,ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT,payroll_not_seasonally_adjusted.CA.levels.Q,Payroll not seasonally adjusted - Food industry - Levels - Quarterly,quarterly,data_acoss_acoss_stat_quarterly_payroll_emplo_5e3122ea,,,0,d751713988987e9331980363e24189ce,"{""@frequency"": ""quarterly"", ""dataset_code"": ""ACOSS_STAT_QUARTERLY_PAYROLL_EMPLOYMENT"", ""dataset_name"": ""Quarterly private sector payroll and workforce"", ""dimensions"": {""freq"": ""Q"", ""indicator"": ""payroll_not_seasonally_adjusted"", ""measurement"": ""levels"", ""sector"": ""CA""}, ""indexed_at"": ""2023-12-15T09:10:47.009Z"", ""period"": [""1997-Q1"", ""1997-Q2"", ""1997-Q3"", ""1997-Q4"", ""1998-Q1"", ""1998-Q2"", ""1998-Q3"", ""1998-Q4"", ""1999-Q1"", ""1999-Q2"", ""1999-Q3"", ""1999-Q4"", ""2000-Q1"", ""2000-Q2"", ""2000-Q3"", ""2000-Q4"", ""2001-Q1"", ""2001-Q2"", ""2001-Q3"", ""2001-Q4"", ""2002-Q1"", ""2002-Q2"", ""2002-Q3"", ""2002-Q4"", ""2003-Q1"", ""2003-Q2"", ""2003-Q3"", ""2003-Q4"", ""2004-Q1"", ""2004-Q2"", ""2004-Q3"", ""2004-Q4"", ""2005-Q1"", ""2005-Q2"", ""2005-Q3"", ""2005-Q4"", ""2006-Q1"", ""2006-Q2"", ""2006-Q3"", ""2006-Q4"", ""2007-Q1"", ""2007-Q2"", ""2007-Q3"", ""2007-Q4"", ""2008-Q1"", ""2008-Q2"", ""2008-Q3"", ""2008-Q4"", ""2009-Q1"", ""2009-Q2"", ""2009-Q3"", ""2009-Q4"", ""2010-Q1"", ""2010-Q2"", ""2010-Q3"", ""2010-Q4"", ""2011-Q1"", ""2011-Q2"", ""2011-Q3"", ""2011-Q4"", ""2012-Q1"", ""2012-Q2"", ""2012-Q3"", ""2012-Q4"", ""2013-Q1"", ""2013-Q2"", ""2013-Q3"", ""2013-Q4"", ""2014-Q1"", ""2014-Q2"", ""2014-Q3"", ""2014-Q4"", ""2015-Q1"", ""2015-Q2"", ""2015-Q3"", ""2015-Q4"", ""2016-Q1"", ""2016-Q2"", ""2016-Q3"", ""2016-Q4"", ""2017-Q1"", ""2017-Q2"", ""2017-Q3"", ""2017-Q4"", ""2018-Q1"", ""2018-Q2"", ""2018-Q3"", ""2018-Q4"", ""2019-Q1"", ""2019-Q2"", ""2019-Q3"", ""2019-Q4"", ""2020-Q1"", ""2020-Q2"", ""2020-Q3"", ""2020-Q4"", ""2021-Q1"", ""2021-Q2"", ""2021-Q3"", ""2021-Q4"", ""2022-Q1"", ""2022-Q2"", ""2022-Q3"", ""2022-Q4"", ""2023-Q1"", ""2023-Q2"", ""2023-Q3"", ""2023-Q4""], ""period_start_day"": [""1997-01-01"", ""1997-04-01"", ""1997-07-01"", ""1997-10-01"", ""1998-01-01"", ""1998-04-01"", ""1998-07-01"", ""1998-10-01"", ""1999-01-01"", ""1999-04-01"", ""1999-07-01"", ""1999-10-01"", ""2000-01-01"", ""2000-04-01"", ""2000-07-01"", ""2000-10-01"", ""2001-01-01"", ""2001-04-01"", ""2001-07-01"", ""2001-10-01"", ""2002-01-01"", ""2002-04-01"", ""2002-07-01"", ""2002-10-01"", ""2003-01-01"", ""2003-04-01"", ""2003-07-01"", ""2003-10-01"", ""2004-01-01"", ""2004-04-01"", ""2004-07-01"", ""2004-10-01"", ""2005-01-01"", ""2005-04-01"", ""2005-07-01"", ""2005-10-01"", ""2006-01-01"", ""2006-04-01"", ""2006-07-01"", ""2006-10-01"", ""2007-01-01"", ""2007-04-01"", ""2007-07-01"", ""2007-10-01"", ""2008-01-01"", ""2008-04-01"", ""2008-07-01"", ""2008-10-01"", ""2009-01-01"", ""2009-04-01"", ""2009-07-01"", ""2009-10-01"", ""2010-01-01"", ""2010-04-01"", ""2010-07-01"", ""2010-10-01"", ""2011-01-01"", ""2011-04-01"", ""2011-07-01"", ""2011-10-01"", ""2012-01-01"", ""2012-04-01"", ""2012-07-01"", ""2012-10-01"", ""2013-01-01"", ""2013-04-01"", ""2013-07-01"", ""2013-10-01"", ""2014-01-01"", ""2014-04-01"", ""2014-07-01"", ""2014-10-01"", ""2015-01-01"", ""2015-04-01"", ""2015-07-01"", ""2015-10-01"", ""2016-01-01"", ""2016-04-01"", ""2016-07-01"", ""2016-10-01"", ""2017-01-01"", ""2017-04-01"", ""2017-07-01"", ""2017-10-01"", ""2018-01-01"", ""2018-04-01"", ""2018-07-01"", ""2018-10-01"", ""2019-01-01"", ""2019-04-01"", ""2019-07-01"", ""2019-10-01"", ""2020-01-01"", ""2020-04-01"", ""2020-07-01"", ""2020-10-01"", ""2021-01-01"", ""2021-04-01"", ""2021-07-01"", ""2021-10-01"", ""2022-01-01"", ""2022-04-01"", ""2022-07-01"", ""2022-10-01"", ""2023-01-01"", ""2023-04-01"", ""2023-07-01"", ""2023-10-01""], ""provider_code"": ""ACOSS"", ""series_code"": ""payroll_not_seasonally_adjusted.CA.levels.Q"", ""series_name"": ""Payroll not seasonally adjusted - Food industry - Levels - Quarterly"", ""value"": [2178238356.0, 2243175467.0, 2264991579.0, 2612853016.0, 2223539052.0, 2292106160.0, 2310645853.0, 2642556629.0, 2265753259.0, 2327502000.0, 2325517629.0, 2696135706.0, 2315453741.0, 2394742166.0, 2411689985.0, 2793292911.0, 2414648043.0, 2481177692.0, 2486101833.0, 2892986208.0, 2492994122.0, 2572170888.0, 2562457985.0, 2983938141.0, 2563548161.0, 2649865079.0, 2633765511.0, 3053237979.0, 2623787731.0, 2682610428.0, 2671708004.0, 3096405944.0, 2626853722.0, 2690905804.0, 2689958630.0, 3117047811.0, 2657281819.0, 2736707840.0, 2732879672.0, 3160873262.0, 2713264822.0, 2792019408.0, 2781254824.0, 3235269873.0, 2796220152.0, 2883368368.0, 2853101841.0, 3317855680.0, 2804740550.0, 2892356630.0, 2859324304.0, 3336427631.0, 2839757834.0, 2922629953.0, 2869880283.0, 3372093094.0, 2894077787.0, 3000975285.0, 2962409370.0, 3467641348.0, 2972111912.0, 3072312224.0, 3017859718.0, 3532154116.0, 3004827905.0, 3109323583.0, 3047845929.0, 3580489779.0, 3062526156.0, 3177772628.0, 3114607628.0, 3653228820.0, 3123745654.0, 3244143884.0, 3188145192.0, 3742963446.0, 3220883205.0, 3302754926.0, 3253688817.0, 3816958805.0, 3311106673.0, 3436553831.0, 3367558762.0, 3945032948.0, 3414355100.0, 3549529817.0, 3451706992.0, 4034979184.0, 3495909916.0, 3669962437.0, 3587467856.0, 4181309257.0, 3546709464.0, 3324828716.0, 3596511578.0, 4161335177.0, 3639870701.0, 3821245439.0, 3798751466.0, 4480454903.0, 3898934316.0, 4099762748.0, 4001257826.0, 4673545219.0, 4121311864.0, 4336128352.0, 4212717774.0, 0.0]}",2023-12-15T09:10:47.009Z,,2025-07-13T17:38:56.889314,active,2025-07-13 12:08:56,2025-07-13T17:38:56.889319
