code,name,region,website,terms_of_use,indexed_at,scraped_at,status
ACOSS,Agence centrale des organismes de sécurité sociale,FRANCE,https://www.acoss.fr/home.html,https://www.acoss.fr/home/infos-legales.html,2024-02-21T04:02:56.149Z,2025-07-13T17:38:49.506887,active
